ID	DOCULECT	CONCEPT	IDS_ID	COUNTERPART	IPA	COGID	TOKENS	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG
2833	English	the part	13.23	part	pɑːt	-1973	p ɑː t	p ɑː t	c288 v091 c118	779	PART	stan1293
2311	German	the path	10.72	Pfad	p͡faːt	778	p͡f aː t	pf aː t	c420 v137 c118	2252	PATH	stan1295
2313	French	the path	10.72	sentier	sɑ̃tje	779	s ɑ̃ t j e	s ɑ̃ t j e	c087 v088 c118 c564 v200	2252	PATH	stan1290
2314	French	the path	10.72	chemin	ʃəmɛ̃	781	ʃ ə m ɛ̃	ʃ ə m ɛ̃	c677 v155 c239 v231	2252	PATH	stan1290
2315	Dutch	the path	10.72	pad	pɑt	778	p ɑ t	p ɑ t	c288 v089 c118	2252	PATH	dutc1256
2316	English	the path	10.72	path	pɑːθ	778	p ɑː θ	p ɑː θ	c288 v091 c413	2252	PATH	stan1293
509	German	the pig	3.35	Schwein	ʃvain	1525	ʃ v ai n	ʃ v ai n	c677 c446 d030 c105	1337	PIG	stan1295
510	French	the pig	3.35	porc	pɔʀ	1527	p ɔ ʀ	p ɔ ʀ	c288 v067 c761	1337	PIG	stan1290
511	French	the pig	3.35	cochon	kɔʃɔ̃	1529	k ɔ ʃ ɔ̃	k ɔ ʃ ɔ̃	c831 v067 c677 v066	1337	PIG	stan1290
512	Dutch	the pig	3.35	varken	vɑrkə	1528	v ɑ r k ə	v ɑ r k ə	c446 v089 c151 c831 v155	1337	PIG	dutc1256
513	English	the pig	3.35	pig	pɪɡ	1526	p ɪ ɡ	p ɪ g	c288 v219 c824	1337	PIG	stan1293
1504	German	the pin	6.63	Stecknadel	ʃtɛk#naːdəl	1801	ʃ t ɛ k # n aː d ə l	ʃ t ɛ k _ n aː d ə l	c677 c118 v229 c831 m001 c105 v137 c143 v155 c548	64	PIN	stan1295
1505	French	the pin	6.63	épingle	epɛ̃ɡl	1803	e p ɛ̃ ɡ l	e p ɛ̃ g l	v200 c288 v231 c824 c548	64	PIN	stan1290
1506	Dutch	the pin	6.63	speld	spɛlt	1804	s p ɛ l t	s p ɛ l t	c087 c288 v229 c548 c118	64	PIN	dutc1256
1507	English	the pin	6.63	pin	pɪn	-1802	p ɪ n	p ɪ n	c288 v219 c105	64	PIN	stan1293
1824	German	the pine	8.64	Kiefer	kiːfər	75	k iː f ə r	k iː f ə r	c831 v183 c447 v155 c151	1740	PINE	stan1295
1825	French	the pine	8.64	pin	pɛ̃	87	p ɛ̃	p ɛ̃	c288 v231	1740	PINE	stan1290
1826	Dutch	the pine	8.64	pijnboom	pɛɪm#boːm	-78	p ɛɪ m # b oː m	p ɛi m _ b oː m	c288 d059 c239 m001 c254 v035 c239	1740	PINE	dutc1256
1828	English	the pine	8.64	pine	paɪn	-78	p aɪ n	p aɪ n	c288 d032 c105	1740	PINE	stan1293
1846	German	the pipe	8.691	Pfeife	p͡faifə	-12	p͡f ai f ə	pf ai f ə	c420 d030 c447 v155	1124	PIPE	stan1295
1847	French	the pipe	8.691	pipe	pip	12	p i p	p i p	c288 v191 c288	1124	PIPE	stan1290
1848	Dutch	the pipe	8.691	pijp	pɛɪp	-12	p ɛɪ p	p ɛi p	c288 d059 c288	1124	PIPE	dutc1256
1849	English	the pipe	8.691	pipe	paɪp	-12	p aɪ p	p aɪ p	c288 d032 c288	1124	PIPE	stan1293
2546	German	the place	12.11	Platz	plaʦ	-2284	p l a ʦ	p l a ts	c288 c548 v130 c015	723	PLACE (POSITION)	stan1295
2549	French	the place	12.11	place	plas	2284	p l a s	p l a s	c288 c548 v130 c087	723	PLACE (POSITION)	stan1290
2551	Dutch	the place	12.11	plaats	plaːʦ	-2284	p l aː ʦ	p l aː ts	c288 c548 v137 c015	723	PLACE (POSITION)	dutc1256
2552	English	the place	12.11	place	pleɪs	-2284	p l eɪ s	p l eɪ s	c288 c548 d048 c087	723	PLACE (POSITION)	stan1293
39	German	the plain	1.23	Ebene	eːbənə	1664	eː b ə n ə	eː b ə n ə	v202 c254 v155 c105 v155	652	PLAIN	stan1295
40	German	the plain	1.23	Fläche	flɛxə	1666	f l ɛ x ə	f l ɛ x ə	c447 c548 v229 c772 v155	652	PLAIN	stan1295
41	German	the plain	1.23	Feld	fɛlt	1668	f ɛ l t	f ɛ l t	c447 v229 c548 c118	652	PLAIN	stan1295
42	French	the plain	1.23	plaine	plɛn	1665	p l ɛ n	p l ɛ n	c288 c548 v229 c105	652	PLAIN	stan1290
43	French	the plain	1.23	campagne	kɑ̃paɲ	6000	k ɑ̃ p a ɲ	k ɑ̃ p a ɲ	c831 v088 c288 v130 c589	652	PLAIN	stan1290
44	Dutch	the plain	1.23	vlakte	vlɑktə	1666	v l ɑ k t ə	v l ɑ k t ə	c446 c548 v089 c831 c118 v155	652	PLAIN	dutc1256
45	English	the plain	1.23	plain	pleɪn	-1665	p l eɪ n	p l eɪ n	c288 c548 d048 c105	652	PLAIN	stan1293
1269	German	the plate	5.32	Teller	tɛlər	1326	t ɛ l ə r	t ɛ l ə r	c118 v229 c548 v155 c151	480	PLATE	stan1295
1270	French	the plate	5.32	assiette	asjɛt	1328	a s j ɛ t	a s j ɛ t	v130 c087 c564 v229 c118	480	PLATE	stan1290
1271	Dutch	the plate	5.32	bord	bɔrt	1327	b ɔ r t	b ɔ r t	c254 v067 c151 c118	480	PLATE	dutc1256
1272	English	the plate	5.32	plate	pleɪt	6025	p l eɪ t	p l eɪ t	c288 c548 d048 c118	480	PLATE	stan1293
1165	German	the poison	4.89	Gift	ɡɪft	1892	ɡ ɪ f t	g ɪ f t	c824 v219 c447 c118	655	POISON	stan1295
1166	French	the poison	4.89	poison	pwazɔ̃	1893	p w a z ɔ̃	p w a z ɔ̃	c288 c457 v130 c078 v066	655	POISON	stan1290
1167	Dutch	the poison	4.89	gif	xɪf	1892	x ɪ f	x ɪ f	c772 v219 c447	655	POISON	dutc1256
1168	English	the poison	4.89	poison	pɔɪzṇ	-1893	p ɔi z ṇ	p ɔi z n̩	c288 d018 c078 c095	655	POISON	stan1293
631	German	the porpoise or dolphin	3.662	Tümmler	tʏmlər	1278	t ʏ m l ə r	t ʏ m l ə r	c118 v173 c239 c548 v155 c151	1479	DOLPHIN	stan1295
632	French	the porpoise or dolphin	3.662	marsouin	maʀswɛ̃	1280	m a ʀ s w ɛ̃	m a ʀ s w ɛ̃	c239 v130 c761 c087 c457 v231	1479	DOLPHIN	stan1290
633	French	the porpoise or dolphin	3.662	dauphin	dofɛ̃	1279	d o f ɛ̃	d o f ɛ̃	c143 v042 c447 v231	1479	DOLPHIN	stan1290
634	Dutch	the porpoise or dolphin	3.662	dolfijn	dɔlfɛɪn	-1279	d ɔ l f ɛɪ n	d ɔ l f ɛi n	c143 v067 c548 c447 d059 c105	1479	DOLPHIN	dutc1256
635	English	the porpoise or dolphin	3.662	dolphin	dɔlfɪn	-1279	d ɔ l f ɪ n	d ɔ l f ɪ n	c143 v067 c548 c447 v219 c105	1479	DOLPHIN	stan1293
636	English	the porpoise or dolphin	3.662	porpoise	pɔːpəs	1281	p ɔː p ə s	p ɔː p ə s	c288 v065 c288 v155 c087	1479	DOLPHIN	stan1293
1663	German	the post or pole	7.56	Pfahl	p͡faːl	305	p͡f aː l	pf aː l	c420 v137 c548	281	POST	stan1295
1664	French	the post or pole	7.56	poteau	pɔto	306	p ɔ t o	p ɔ t o	c288 v067 c118 v042	281	POST	stan1290
1665	French	the post or pole	7.56	piquet	pikɛ	307	p i k ɛ	p i k ɛ	c288 v191 c831 v229	281	POST	stan1290
1666	Dutch	the post or pole	7.56	post	pɔst	-306	p ɔ s t	p ɔ s t	c288 v067 c087 c118	281	POST	dutc1256
1667	Dutch	the post or pole	7.56	paal	paːl	305	p aː l	p aː l	c288 v137 c548	281	POST	dutc1256
1668	English	the post or pole	7.56	post	pəʊst	-306	p əʊ s t	p əu s t	c288 d029 c087 c118	281	POST	stan1293
1255	German	the pot	5.26	Topf	tɔp͡f	2005	t ɔ p͡f	t ɔ pf	c118 v067 c420	1462	POT	stan1295
1257	French	the pot	5.26	casserole	kasʀɔl	2007	k a s ʀ ɔ l	k a s ʀ ɔ l	c831 v130 c087 c761 v067 c548	1462	POT	stan1290
1258	French	the pot	5.26	marmite	maʀmit	2008	m a ʀ m i t	m a ʀ m i t	c239 v130 c761 c239 v191 c118	1462	POT	stan1290
1259	Dutch	the pot	5.26	pot	pɔt	2006	p ɔ t	p ɔ t	c288 v067 c118	1462	POT	dutc1256
1260	English	the pot	5.26	pot	pɔt	2006	p ɔ t	p ɔ t	c288 v067 c118	1462	POT	stan1293
2527	German	the price	11.87	Preis	prais	-225	p r ai s	p r ai s	c288 c151 d030 c087	657	PRICE	stan1295
2528	French	the price	11.87	prix	pʀi	225	p ʀ i	p ʀ i	c288 c761 v191	657	PRICE	stan1290
2529	Dutch	the price	11.87	prijs	prɛɪs	-225	p r ɛɪ s	p r ɛi s	c288 c151 d059 c087	657	PRICE	dutc1256
2530	English	the price	11.87	price	praɪs	-225	p r aɪ s	p r aɪ s	c288 c151 d032 c087	657	PRICE	stan1293
603	German	the rabbit	3.614	Kaninchen	kaniːn#xən	1530	k a n iː n # x ə n	k a n iː n _ x ə n	c831 v130 c105 v183 c105 m001 c772 v155 c105	1136	RABBIT	stan1295
604	French	the rabbit	3.614	lapin	lapɛ̃	1531	l a p ɛ̃	l a p ɛ̃	c548 v130 c288 v231	1136	RABBIT	stan1290
605	Dutch	the rabbit	3.614	konijn	koːnɛɪn	1530	k oː n ɛɪ n	k oː n ɛi n	c831 v035 c105 d059 c105	1136	RABBIT	dutc1256
606	English	the rabbit	3.614	rabbit	ræbɪt	1605	r æ b ɪ t	r æ b ɪ t	c151 v198 c254 v219 c118	1136	RABBIT	stan1293
236	German	the rain	1.75	regen	reːɡən	754	r eː ɡ ə n	r eː g ə n	c151 v202 c824 v155 c105	658	RAIN (PRECIPITATION)	stan1295
237	French	the rain	1.75	pluie	plɥi	755	p l ɥ i	p l ɥ i	c288 c548 c453 v191	658	RAIN (PRECIPITATION)	stan1290
238	Dutch	the rain	1.75	regen	reːɣə	754	r eː ɣ ə	r eː ɣ ə	c151 v202 c774 v155	658	RAIN (PRECIPITATION)	dutc1256
239	English	the rain	1.75	rain	reɪn	754	r eɪ n	r eɪ n	c151 d048 c105	658	RAIN (PRECIPITATION)	stan1293
195	German	the rainbow	1.59	Regenbogen	reːɡən#boːɡən	2065	r eː ɡ ə n # b oː ɡ ə n	r eː g ə n _ b oː g ə n	c151 v202 c824 v155 c105 m001 c254 v035 c824 v155 c105	1733	RAINBOW	stan1295
196	French	the rainbow	1.59	arc-en-ciel	aʀkɑ̃sjɛl	2066	a ʀ k ɑ̃ s j ɛ l	a ʀ k ɑ̃ s j ɛ l	v130 c761 c831 v088 c087 c564 v229 c548	1733	RAINBOW	stan1290
197	Dutch	the rainbow	1.59	regenboog	reːɣəm#boːx	2065	r eː ɣ ə m # b oː x	r eː ɣ ə m _ b oː x	c151 v202 c774 v155 c239 m001 c254 v035 c772	1733	RAINBOW	dutc1256
198	English	the rainbow	1.59	rainbow	reɪn#bəʊ	2065	r eɪ n # b əʊ	r eɪ n _ b əu	c151 d048 c105 m001 c254 d029	1733	RAINBOW	stan1293
1750	German	the rake	8.27	rechen	rɛxən	2105	r ɛ x ə n	r ɛ x ə n	c151 v229 c772 v155 c105	338	RAKE	stan1295
1751	German	the rake	8.27	Harke	harkə	2107	h a r k ə	h a r k ə	c401 v130 c151 c831 v155	338	RAKE	stan1295
1752	French	the rake	8.27	rateau	ʀɑto	2106	ʀ ɑ t o	ʀ ɑ t o	c761 v089 c118 v042	338	RAKE	stan1290
1753	Dutch	the rake	8.27	hark	hɑrk	2107	h ɑ r k	h ɑ r k	c401 v089 c151 c831	338	RAKE	dutc1256
1754	English	the rake	8.27	rake	reɪk	2105	r eɪ k	r eɪ k	c151 d048 c831	338	RAKE	stan1293
500	German	the ram	3.26	Widder	vɪdər	2201	v ɪ d ə r	v ɪ d ə r	c446 v219 c143 v155 c151	1344	RAM	stan1295
501	German	the ram	3.26	Schafbock	ʃaːf#bɔk	2204	ʃ aː f # b ɔ k	ʃ aː f _ b ɔ k	c677 v137 c447 m001 c254 v067 c831	1344	RAM	stan1295
502	French	the ram	3.26	bélier	belje	2203	b e l j e	b e l j e	c254 v200 c548 c564 v200	1344	RAM	stan1290
503	Dutch	the ram	3.26	ram	rɑm	2202	r ɑ m	r ɑ m	c151 v089 c239	1344	RAM	dutc1256
504	English	the ram	3.26	ram	ræm	2202	r æ m	r æ m	c151 v198 c239	1344	RAM	stan1293
105	German	the reef	1.342	Riff	rɪf	-346	r ɪ f	r ɪ f	c151 v219 c447	660	REEF	stan1295
106	French	the reef	1.342	récif	ʀesif	6001	ʀ e s i f	ʀ e s i f	c761 v200 c087 v191 c447	660	REEF	stan1290
107	Dutch	the reef	1.342	rif	rɪf	346	r ɪ f	r ɪ f	c151 v219 c447	660	REEF	dutc1256
108	English	the reef	1.342	reef	riːf	-346	r iː f	r iː f	c151 v183 c447	660	REEF	stan1293
2566	German	the remains	12.17	Rest	rɛst	-2270	r ɛ s t	r ɛ s t	c151 v229 c087 c118	838	REMAINS	stan1295
2567	French	the remains	12.17	reste	ʀɛst	2270	ʀ ɛ s t	ʀ ɛ s t	c761 v229 c087 c118	838	REMAINS	stan1290
2568	Dutch	the remains	12.17	resten	rɛstə	-2270	r ɛ s t ə	r ɛ s t ə	c151 v229 c087 c118 v155	838	REMAINS	dutc1256
2569	English	the remains	12.17	remains	rɪmeɪnz	2269	r ɪ m eɪ n z	r ɪ m eɪ n z	c151 v219 c239 d048 c105 c078	838	REMAINS	stan1293
769	German	the rib	4.162	Rippe	rɪpə	690	r ɪ p ə	r ɪ p ə	c151 v219 c288 v155	801	RIB	stan1295
770	French	the rib	4.162	côte	kot	691	k o t	k o t	c831 v042 c118	801	RIB	stan1290
771	Dutch	the rib	4.162	rib	rɪp	690	r ɪ p	r ɪ p	c151 v219 c288	801	RIB	dutc1256
772	English	the rib	4.162	rib	rɪb	690	r ɪ b	r ɪ b	c151 v219 c254	801	RIB	stan1293
119	German	the river or stream	1.36	Fluss	flʊs	1040	f l ʊ s	f l ʊ s	c447 c548 v056 c087	666	RIVER	stan1295
120	German	the river or stream	1.36	Strom	ʃtroːm	1043	ʃ t r oː m	ʃ t r oː m	c677 c118 c151 v035 c239	666	RIVER	stan1295
121	German	the river or stream	1.36	Bach	bax	1044	b a x	b a x	c254 v130 c772	666	RIVER	stan1295
122	French	the river or stream	1.36	fleuve	flœv	1042	f l œ v	f l œ v	c447 c548 v178 c446	666	RIVER	stan1290
123	French	the river or stream	1.36	rivière	ʀivjɛʀ	1041	ʀ i v j ɛ ʀ	ʀ i v j ɛ ʀ	c761 v191 c446 c564 v229 c761	666	RIVER	stan1290
124	French	the river or stream	1.36	ruisseau	ʀɥiso	1045	ʀ ɥ i s o	ʀ ɥ i s o	c761 c453 v191 c087 v042	666	RIVER	stan1290
125	Dutch	the river or stream	1.36	rivier	riːviːr	-1041	r iː v iː r	r iː v iː r	c151 v183 c446 v183 c151	666	RIVER	dutc1256
126	Dutch	the river or stream	1.36	stroom	stroːm	1043	s t r oː m	s t r oː m	c087 c118 c151 v035 c239	666	RIVER	dutc1256
127	English	the river or stream	1.36	river	rɪvər	-1041	r ɪ v ə r	r ɪ v ə r	c151 v219 c446 v155 c151	666	RIVER	stan1293
128	English	the river or stream	1.36	stream	striːm	1043	s t r iː m	s t r iː m	c087 c118 c151 v183 c239	666	RIVER	stan1293
2307	German	the road	10.71	Weg	vɛk	782	v ɛ k	v ɛ k	c446 v229 c831	667	ROAD	stan1295
2308	French	the road	10.71	route	ʀut	783	ʀ u t	ʀ u t	c761 v027 c118	667	ROAD	stan1290
2309	Dutch	the road	10.71	weg	wɛx	782	w ɛ x	w ɛ x	c457 v229 c772	667	ROAD	dutc1256
2310	English	the road	10.71	road	rəʊd	783	r əʊ d	r əu d	c151 d029 c143	667	ROAD	stan1293
1659	German	the roof	7.51	Dach	dax	293	d a x	d a x	c143 v130 c772	769	ROOF	stan1295
1660	French	the roof	7.51	toit	twɑ	295	t w ɑ	t w ɑ	c118 c457 v089	769	ROOF	stan1290
1661	Dutch	the roof	7.51	dak	dɑk	293	d ɑ k	d ɑ k	c143 v089 c831	769	ROOF	dutc1256
1662	English	the roof	7.51	roof	ruːf	294	r uː f	r uː f	c151 v019 c447	769	ROOF	stan1293
1577	German	the room	7.21	Zimmer	ʦɪmər	6031	ʦ ɪ m ə r	ts ɪ m ə r	c015 v219 c239 v155 c151	1450	ROOM	stan1295
1580	French	the room	7.21	piéce	pjɛs	1945	p j ɛ s	p j ɛ s	c288 c564 v229 c087	1450	ROOM	stan1290
1581	Dutch	the room	7.21	kamer	kaːmər	1943	k aː m ə r	k aː m ə r	c831 v137 c239 v155 c151	1450	ROOM	dutc1256
1582	English	the room	7.21	room	ruːm	1944	r uː m	r uː m	c151 v019 c239	1450	ROOM	stan1293
1896	German	the rope	9.19	Seil	zail	284	z ai l	z ai l	c078 d030 c548	1218	ROPE	stan1295
1897	German	the rope	9.19	Tau	tau	287	t au	t au	c118 d026	1218	ROPE	stan1295
1899	French	the rope	9.19	corde	kɔʀd	286	k ɔ ʀ d	k ɔ ʀ d	c831 v067 c761 c143	1218	ROPE	stan1290
1900	Dutch	the rope	9.19	touw	tɑuw	287	t ɑu w	t ɑu w	c118 d023 c457	1218	ROPE	dutc1256
1901	English	the rope	9.19	rope	rəʊp	285	r əʊ p	r əu p	c151 d029 c288	1218	ROPE	stan1293
1782	German	the rye	8.45	Roggen	rɔɡən	1272	r ɔ ɡ ə n	r ɔ g ə n	c151 v067 c824 v155 c105	23	RYE	stan1295
1783	French	the rye	8.45	seigle	sɛɡl	1273	s ɛ ɡ l	s ɛ g l	c087 v229 c824 c548	23	RYE	stan1290
1784	Dutch	the rye	8.45	rogge	rɔɣə	1272	r ɔ ɣ ə	r ɔ ɣ ə	c151 v067 c774 v155	23	RYE	dutc1256
1785	English	the rye	8.45	rye	raɪ	1272	r aɪ	r aɪ	c151 d032	23	RYE	stan1293
2368	German	the sail	10.88	Segel	zeːɡəl	1117	z eː ɡ ə l	z eː g ə l	c078 v202 c824 v155 c548	786	SAILCLOTH	stan1295
2369	French	the sail	10.88	voile	vwal	1118	v w a l	v w a l	c446 c457 v130 c548	786	SAILCLOTH	stan1290
2370	Dutch	the sail	10.88	zeil	zɛɪl	1117	z ɛɪ l	z ɛi l	c078 d059 c548	786	SAILCLOTH	dutc1256
2371	English	the sail	10.88	sail	seɪl	1117	s eɪ l	s eɪ l	c087 d048 c548	786	SAILCLOTH	stan1293
1382	German	the salt	5.81	Salz	zalʦ	1663	z a l ʦ	z a l ts	c078 v130 c548 c015	1274	SALT	stan1295
1383	French	the salt	5.81	sel	sɛl	1663	s ɛ l	s ɛ l	c087 v229 c548	1274	SALT	stan1290
1384	Dutch	the salt	5.81	zout	zɑut	1663	z ɑu t	z ɑu t	c078 d023 c118	1274	SALT	dutc1256
1385	English	the salt	5.81	salt	sɔːlt	1663	s ɔː l t	s ɔː l t	c087 v065 c548 c118	1274	SALT	stan1293
21	German	the sand	1.215	Sand	zant	1469	z a n t	z a n t	c078 v130 c105 c118	671	SAND	stan1295
22	French	the sand	1.215	sable	sɑbl	1469	s ɑ b l	s ɑ b l	c087 v089 c254 c548	671	SAND	stan1290
23	Dutch	the sand	1.215	zand	zɑnt	1469	z ɑ n t	z ɑ n t	c078 v089 c105 c118	671	SAND	dutc1256
24	English	the sand	1.215	sand	sænd	1469	s æ n d	s æ n d	c087 v198 c105 c143	671	SAND	stan1293
693	German	the sandfly or midge or gnat	3.831	Mücke	mʏkə	62	m ʏ k ə	m ʏ k ə	c239 v173 c831 v155	95	SANDFLY	stan1295
694	French	the sandfly or midge or gnat	3.831	moustique	mustik	63	m u s t i k	m u s t i k	c239 v027 c087 c118 v191 c831	95	SANDFLY	stan1290
695	French	the sandfly or midge or gnat	3.831	moucheron	muʃʀɔ̃	65	m u ʃ ʀ ɔ̃	m u ʃ ʀ ɔ̃	c239 v027 c677 c761 v066	95	SANDFLY	stan1290
696	Dutch	the sandfly or midge or gnat	3.831	mug	mʉx	62	m ʉ x	m ʉ x	c239 v102 c772	95	SANDFLY	dutc1256
697	English	the sandfly or midge or gnat	3.831	midge	mɪʤ	62	m ɪ ʤ	m ɪ dʒ	c239 v219 c649	95	SANDFLY	stan1293
698	English	the sandfly or midge or gnat	3.831	gnat	næt	64	n æ t	n æ t	c105 v198 c118	95	SANDFLY	stan1293
1855	German	the sap	8.76	Saft	zaft	713	z a f t	z a f t	c078 v130 c447 c118	345	SAP	stan1295
1856	French	the sap	8.76	sève	sɛv	714	s ɛ v	s ɛ v	c087 v229 c446	345	SAP	stan1290
1857	Dutch	the sap	8.76	sap	sɑp	713	s ɑ p	s ɑ p	c087 v089 c288	345	SAP	dutc1256
1858	English	the sap	8.76	sap	sæp	713	s æ p	s æ p	c087 v198 c288	345	SAP	stan1293
1283	German	the saucer	5.36	Untertasse	ʊntər#tasə	1322	ʊ n t ə r # t a s ə	ʊ n t ə r _ t a s ə	v056 c105 c118 v155 c151 m001 c118 v130 c087 v155	271	SAUCER	stan1295
1284	French	the saucer	5.36	soucoupe	su#kup	1324	s u # k u p	s u _ k u p	c087 v027 m001 c831 v027 c288	271	SAUCER	stan1290
1285	Dutch	the saucer	5.36	schotel	sxoːtəl	1325	s x oː t ə l	s x oː t ə l	c087 c772 v035 c118 v155 c548	271	SAUCER	dutc1256
1286	English	the saucer	5.36	saucer	sɔːsər	1323	s ɔː s ə r	s ɔː s ə r	c087 v065 c087 v155 c151	271	SAUCER	stan1293
622	German	the scale	3.653	Schuppe	ʃʊpə	1617	ʃ ʊ p ə	ʃ ʊ p ə	c677 v056 c288 v155	266	SCALE	stan1295
623	French	the scale	3.653	écaille	ekaj	1619	e k a j	e k a j	v200 c831 v130 c564	266	SCALE	stan1290
624	Dutch	the scale	3.653	schub	sxʉp	1617	s x ʉ p	s x ʉ p	c087 c772 v102 c288	266	SCALE	dutc1256
625	English	the scale	3.653	scale	skeɪl	-1619	s k eɪ l	s k eɪ l	c087 c831 d048 c548	266	SCALE	stan1293
1149	German	the scar	4.858	Narbe	narbə	505	n a r b ə	n a r b ə	c105 v130 c151 c254 v155	497	SCAR	stan1295
1150	French	the scar	4.858	cicatrice	sikatʀis	507	s i k a t ʀ i s	s i k a t ʀ i s	c087 v191 c831 v130 c118 c761 v191 c087	497	SCAR	stan1290
1151	Dutch	the scar	4.858	litteken	lɪteːkə	508	l ɪ t eː k ə	l ɪ t eː k ə	c548 v219 c118 v202 c831 v155	497	SCAR	dutc1256
1152	English	the scar	4.858	scar	skɑːr	506	s k ɑː r	s k ɑː r	c087 c831 v091 c151	497	SCAR	stan1293
2093	German	the sculptor	9.82	Bildhauer	bɪlt#hauər	2275	b ɪ l t # h au ə r	b ɪ l t _ h au ə r	c254 v219 c548 c118 m001 c401 d026 v155 c151	914	SCULPTOR	stan1295
2094	French	the sculptor	9.82	sculpteur	skyltœʀ	2276	s k y l t œ ʀ	s k y l t œ ʀ	c087 c831 v166 c548 c118 v178 c761	914	SCULPTOR	stan1290
2095	Dutch	the sculptor	9.82	beeldhouwer	beːlt#hɑuwər	2275	b eː l t # h ɑu w ə r	b eː l t _ h ɑu w ə r	c254 v202 c548 c118 m001 c401 d023 c457 v155 c151	914	SCULPTOR	dutc1256
2096	English	the sculptor	9.82	sculptor	skʌlptər	-2276	s k ʌ l p t ə r	s k ʌ l p t ə r	c087 c831 v097 c548 c288 c118 v155 c151	914	SCULPTOR	stan1293
66	German	the sea	1.32	See	zeː	1027	z eː	z eː	c078 v202	1474	SEA	stan1295
67	French	the sea	1.32	mer	mɛʁ	1028	m ɛ ʁ	m ɛ ʁ	c239 v229 c733	1474	SEA	stan1290
68	Dutch	the sea	1.32	zee	zeː	1027	z eː	z eː	c078 v202	1474	SEA	dutc1256
69	English	the sea	1.32	sea	siː	1027	s iː	s iː	c087 v183	1474	SEA	stan1293
1759	German	the seed	8.311	Saat	zaːt	1385	z aː t	z aː t	c078 v137 c118	714	SEED	stan1295
1760	French	the seed	8.311	graine	ɡʀɛn	1387	ɡ ʀ ɛ n	g ʀ ɛ n	c824 c761 v229 c105	714	SEED	stan1290
1761	French	the seed	8.311	semence	səmɑ̃s	1385	s ə m ɑ̃ s	s ə m ɑ̃ s	c087 v155 c239 v088 c087	714	SEED	stan1290
1762	Dutch	the seed	8.311	zaad	zaːt	1385	z aː t	z aː t	c078 v137 c118	714	SEED	dutc1256
1763	English	the seed	8.311	seed	siːd	1385	s iː d	s iː d	c087 v183 c143	714	SEED	stan1293
210	German	the shade or shadow	1.63	schatten	ʃatən	1368	ʃ a t ə n	ʃ a t ə n	c677 v130 c118 v155 c105	1388	SHADE	stan1295
211	French	the shade or shadow	1.63	ombre	ɔ̃bʀ	1369	ɔ̃ b ʀ	ɔ̃ b ʀ	v066 c254 c761	1388	SHADE	stan1290
212	Dutch	the shade or shadow	1.63	schaduw	sxaːdyːw	1368	s x aː d yː w	s x aː d yː w	c087 c772 v137 c143 v168 c457	1388	SHADE	dutc1256
213	English	the shade or shadow	1.63	shadow	ʃædəʊ	1368	ʃ æ d əʊ	ʃ æ d əu	c677 v198 c143 d029	1388	SHADE	stan1293
214	English	the shade or shadow	1.63	shade	ʃeɪd	1368	ʃ eɪ d	ʃ eɪ d	c677 d048 c143	1388	SHADE	stan1293
626	German	the shark	3.661	Hai	hai	1274	h ai	h ai	c401 d030	1110	SHARK	stan1295
628	French	the shark	3.661	requin	ʀəkɛ̃	1276	ʀ ə k ɛ̃	ʀ ə k ɛ̃	c761 v155 c831 v231	1110	SHARK	stan1290
629	Dutch	the shark	3.661	haai	haːj	1274	h aː j	h aː j	c401 v137 c564	1110	SHARK	dutc1256
630	English	the shark	3.661	shark	ʃɑːk	1275	ʃ ɑː k	ʃ ɑː k	c677 v091 c831	1110	SHARK	stan1293
496	German	the sheep	3.25	Schaf	ʃaːf	2197	ʃ aː f	ʃ aː f	c677 v137 c447	1331	SHEEP	stan1295
497	French	the sheep	3.25	mouton	mutɔ̃	2198	m u t ɔ̃	m u t ɔ̃	c239 v027 c118 v066	1331	SHEEP	stan1290
498	Dutch	the sheep	3.25	schaap	sxaːp	2197	s x aː p	s x aː p	c087 c772 v137 c288	1331	SHEEP	dutc1256
499	English	the sheep	3.25	sheep	ʃiːp	2197	ʃ iː p	ʃ iː p	c677 v183 c288	1331	SHEEP	stan1293
1650	German	the shelf	7.47	Regal	reːɡaːl	924	r eː ɡ aː l	r eː g aː l	c151 v202 c824 v137 c548	745	SHELF	stan1295
1651	French	the shelf	7.47	étagère	etaʒɛʀ	926	e t a ʒ ɛ ʀ	e t a ʒ ɛ ʀ	v200 c118 v130 c679 v229 c761	745	SHELF	stan1290
1652	Dutch	the shelf	7.47	plank	plɑŋk	927	p l ɑ ŋ k	p l ɑ ŋ k	c288 c548 v089 c795 c831	745	SHELF	dutc1256
1653	English	the shelf	7.47	shelf	ʃɛlf	925	ʃ ɛ l f	ʃ ɛ l f	c677 v229 c548 c447	745	SHELF	stan1293
1478	German	the shoemaker	6.54	Schuster	ʃuːstər	1185	ʃ uː s t ə r	ʃ uː s t ə r	c677 v019 c087 c118 v155 c151	875	SHOEMAKER	stan1295
1479	French	the shoemaker	6.54	cordonnier	kɔʀdɔnje	1186	k ɔ ʀ d ɔ n j e	k ɔ ʀ d ɔ n j e	c831 v067 c761 c143 v067 c105 c564 v200	875	SHOEMAKER	stan1290
