CONCEPT	IPA	DOCULECT	COGID
1198	ˈmàŋːə	STAVANGERSK	many:H
1198	ˈmaŋːer	OLD_SWEDISH	many:H
1198	ˈmɔ̀ŋːa	SWEDISH	many:H
1198	mɪ̀kːɛl	ELFDALIAN	many:H
1198	mɑʉŋg	ELFDALIAN	many:H
1198	ˈmɑŋə	DANISH	many:H
1198	ˈmɑnəŋ	DANISH_FJOLDE	many:H
1198	ˈmaŋɡɛ	GUTNISH_LAU	many:H
1198	mɛnɪ	ENGLISH	many:H
1198	vel	DUTCH	many:B
1198	fi:l	GERMAN	many:B
1198	multiː	LATIN	many:G
1198	moɫ	CATALAN	many:G
1198	ˈmũĩtu	PORTUGUESE	many:G
1198	muʧos	SPANISH	many:G
1198	boku	FRENCH	many:I
1198	molti	ITALIAN	many:G
1198	ilʹ	OLD_IRISH	many:B
1198	imde	OLD_IRISH	many:Ak
1198	li:ɛs	MIDDLE_CORNISH	many:B
1198	lɔwɛr	MIDDLE_CORNISH	many:R
1198	ˈkals	MIDDLE_BRETON	many:Ai
1198	ˈkals	BRETON	many:Ai
1094	ˈðe̞no̞	GREEK	tie:J
1094	kapem	CLASSICAL_ARMENIAN	tie:D
1094	kɑˈpɛl	ARMENIAN_EASTERN	tie:D
1094	battɨn	OSSETIC	tie:B
1094	bɐtt-	OSSETIC_IRON	tie:B
1094	bɐtt-	OSSETIC_DIGOR	tie:B
1094	bandh	ASSAMESE	tie:B
1094	bɔndh-	ORIYA	tie:B
1094	bɑñd̪ʰnɑ	MAGAHI	tie:B
1094	bɑ̃d̪ʰnə	URDU	tie:B
1094	bãndʰɳe	MARATHI	tie:B
1094	vɛ̃zɑti	OLD_CHURCH_SLAVONIC	tie:G
1094	ˈvɛ̌ːzati	SERBO-CROATIAN	tie:G
1094	ˈvrɤzvəm	BULGARIAN	tie:F
1094	ˈvərzɛ	MACEDONIAN	tie:F
1094	vʲazatʲ	RUSSIAN	tie:G
1094	ˈvjɔɰ̃zatɕ	POLISH	tie:G
1094	vʲaˈzatsʲ	BELARUSIAN	tie:G
1094	ʋjaˈzatɪ	UKRAINIAN	tie:G
1094	ˈviazac	SLOVAK	tie:G
1094	ˈvaːzat	CZECH	tie:G
1094	ˈjazatʃ	SORBIAN_UPPER	tie:G
1094	ˈwɪzaɕ	SORBIAN_LOWER	tie:G
1094	ˈvěːzati	SLOVENIAN	tie:G
1094	ˈknyːta	OLD_NORSE	tie:O
1094	ˈbinda	OLD_NORSE	tie:B
1094	ˈb̥ɪnd̥a	ICELANDIC	tie:B
1094	ˈn̥iːtʰa	ICELANDIC	tie:O
1094	ˈb̥ɪnd̥a	FAROESE	tie:B
1094	ˈkʰnʊiːtʰa	FAROESE	tie:O
1094	ˈknʏ̀tːə	NORWEGIAN_RIKSMAL	tie:O
1094	ˈbɪ̀nːə	NORWEGIAN_RIKSMAL	tie:B
1094	ˈsʉ̀ɾːə	NORWEGIAN_RIKSMAL	tie:R
1094	ˈsùʁːa	STAVANGERSK	tie:R
1094	ˈbɪ̀nːa	STAVANGERSK	tie:B
1094	ˈknʏ̀tːa	STAVANGERSK	tie:O
1094	ˈknyːta	OLD_SWEDISH	tie:O
1094	ˈbinda	OLD_SWEDISH	tie:B
1094	ˈbɪ̀nda	SWEDISH	tie:B
1094	ˈknỳːta	SWEDISH	tie:O
1094	ˈbɪ̀ndɑ	ELFDALIAN	tie:B
1094	ˈknɔ̀ɪtɑ	ELFDALIAN	tie:O
1094	ˈb̥enə	DANISH	tie:B
1094	ˈɡ̊ʰnydə	DANISH	tie:O
1094	knød	DANISH_FJOLDE	tie:O
1094	binʲ	DANISH_FJOLDE	tie:B
1094	ˈbɪndɛ	GUTNISH_LAU	tie:B
1094	ˈsurːa	GUTNISH_LAU	tie:R
1094	ˈknœɪtɛ	GUTNISH_LAU	tie:O
1094	taɪ	ENGLISH	tie:H
1094	knopən	DUTCH	tie:O
1094	bɪndən	DUTCH	tie:B
1094	bɪndn̩	GERMAN	tie:B
1094	liˈgaːre	LATIN	tie:C
1094	ʎiɣa	CATALAN	tie:C
1094	ɐˈtaɾ	PORTUGUESE	tie:Q
1094	ataɾ	SPANISH	tie:Q
1094	lje	FRENCH	tie:C
1094	legare	ITALIAN	tie:C
1094	konˈrʹiɣʹ	OLD_IRISH	tie:S
1094	kʹeŋgləðʹ	OLD_IRISH	tie:K
1094	kɛlmi	MIDDLE_CORNISH	tie:E
1380	ˈðo̞ndi	GREEK	tooth:B
1380	atamn	CLASSICAL_ARMENIAN	tooth:B
1380	ɑˈtɑm	ARMENIAN_EASTERN	tooth:B
1380	dændaɡ	OSSETIC	tooth:B
1380	dɐndag	OSSETIC_IRON	tooth:B
1380	dɐndag	OSSETIC_DIGOR	tooth:B
1380	dat	ASSAMESE	tooth:B
1380	dantɔ	ORIYA	tooth:B
1380	dãt	BIHARI	tooth:B
1380	d̪ɑ̃t̪	URDU	tooth:B
1380	dat	MARATHI	tooth:B
1380	zɔ̃bʊ̆	OLD_CHURCH_SLAVONIC	tooth:C
1380	zûːb	SERBO-CROATIAN	tooth:C
1380	zɤb	BULGARIAN	tooth:C
1380	zab	MACEDONIAN	tooth:C
1380	zub	RUSSIAN	tooth:C
1380	zɔmb	POLISH	tooth:C
1380	zub	BELARUSIAN	tooth:C
1380	zub	UKRAINIAN	tooth:C
1380	zub	SLOVAK	tooth:C
1380	zub	CZECH	tooth:C
1380	zub	SORBIAN_UPPER	tooth:C
1380	zub	SORBIAN_LOWER	tooth:C
1380	zôːb	SLOVENIAN	tooth:C
1380	tɔnː	OLD_NORSE	tooth:B
1380	tʰœnː	ICELANDIC	tooth:B
1380	tʰɔnː	FAROESE	tooth:B
1380	tanː	NORWEGIAN_RIKSMAL	tooth:B
1380	tɔnː	STAVANGERSK	tooth:B
1380	tanː	OLD_SWEDISH	tooth:B
1380	tand	SWEDISH	tooth:B
1380	tɑnː	ELFDALIAN	tooth:B
1380	d̥ʰanˀ	DANISH	tooth:B
1380	tɑnʲ	DANISH_FJOLDE	tooth:B
1380	tanː	GUTNISH_LAU	tooth:B
1380	tu:θ	ENGLISH	tooth:B
1380	tosk	FRISIAN	tooth:B
1380	tɑnt	DUTCH	tooth:B
1380	t͜sa:n	GERMAN	tooth:B
1380	dens	LATIN	tooth:B
1380	den	CATALAN	tooth:B
1380	ˈdẽtɨ	PORTUGUESE	tooth:B
1380	djente	SPANISH	tooth:B
1380	dɑ̃	FRENCH	tooth:B
1380	dɛnte	ITALIAN	tooth:B
1380	ɸʹek	OLD_IRISH	tooth:D
1380	dʹe:d	OLD_IRISH	tooth:B
1380	dans	MIDDLE_CORNISH	tooth:B
1380	ˈdant	MIDDLE_BRETON	tooth:B
2	ˈsko̞ni	GREEK	dust:J
2	pʰɔʃi	CLASSICAL_ARMENIAN	dust:D
2	pʰoˈʃi	ARMENIAN_EASTERN	dust:D
2	rɨɡ	OSSETIC	dust:G
2	ryg	OSSETIC_IRON	dust:G
2	rugɐ	OSSETIC_DIGOR	dust:G
2	dhuli	ASSAMESE	dust:C
2	guɳɖɔ	ORIYA	dust:Ad
2	dhuɭi	ORIYA	dust:C
2	kuheɭika	ORIYA	dust:Ac
2	d̪ʰuri	MAGAHI	dust:C
2	ɡərd̟ɑ	MAGAHI	dust:A
2	ɡəɾd̪	URDU	dust:A
2	dʱuɭ	MARATHI	dust:C
2	prɑxʊ̆	OLD_CHURCH_SLAVONIC	dust:H
2	ˈprǎʃina	SERBO-CROATIAN	dust:H
2	prax	BULGARIAN	dust:H
2	prav	MACEDONIAN	dust:H
2	pɨlʲ	RUSSIAN	dust:R
2	pɘ̟w	POLISH	dust:R
2	kuʂ	POLISH	dust:Ag
2	pɨɫ	BELARUSIAN	dust:R
2	ˈpɔrɔx	UKRAINIAN	dust:H
2	prax	SLOVAK	dust:H
2	prax	CZECH	dust:H
2	pʀɔx	SORBIAN_UPPER	dust:H
2	prɔx	SORBIAN_LOWER	dust:H
2	prâːx	SLOVENIAN	dust:H
2	ˈdumba	OLD_NORSE	dust:N
2	dust	OLD_NORSE	dust:Q
2	damː	OLD_NORSE	dust:N
2	d̥ʏst	ICELANDIC	dust:Q
2	rɪːk	ICELANDIC	dust:I
2	d̥ʊst	FAROESE	dust:Q
2	støːv	FAROESE	dust:B
2	dʉst	NORWEGIAN_RIKSMAL	dust:Q
2	støːʋ	NORWEGIAN_RIKSMAL	dust:B
2	dʉst	STAVANGERSK	dust:Q
2	dust	OLD_SWEDISH	dust:Q
2	stɔft	SWEDISH	dust:B
2	damː	SWEDISH	dust:N
2	dɑmb	ELFDALIAN	dust:N
2	sd̥ʰø̞ˀw	DANISH	dust:B
2	sdɔw	DANISH_FJOLDE	dust:B
2	dʌst	ENGLISH	dust:Q
2	stɔf	FRISIAN	dust:B
2	stɔf	DUTCH	dust:B
2	ʃtaŭp	GERMAN	dust:B
2	ˈpulwis	LATIN	dust:F
2	pols	CATALAN	dust:F
2	puˈejɾɐ	PORTUGUESE	dust:F
2	polβo	SPANISH	dust:F
2	pusjɛʀ	FRENCH	dust:F
2	polvere	ITALIAN	dust:F
2	du:st	MIDDLE_CORNISH	dust:Q
2	ˈpultr	MIDDLE_BRETON	dust:Ah/F
2	ˈpultr	BRETON	dust:Ah/F
1343	ˈiʎo̞s	GREEK	sun:W
1343	ɑɾɛu̯	CLASSICAL_ARMENIAN	sun:D
1343	ɑɾɛɡ-ɑk-n	CLASSICAL_ARMENIAN	sun:D
1343	ɑˈɾɛʋ	ARMENIAN_EASTERN	sun:D
1343	χur	OSSETIC	sun:W
1343	χur	OSSETIC_IRON	sun:W
1343	χor	OSSETIC_DIGOR	sun:W
1343	xurzzɒ	ASSAMESE	sun:W
1343	surjyɔ	ORIYA	sun:W
1343	surj	BIHARI	sun:W
1343	suɾəʤ	URDU	sun:W
1343	su:ɾjə	MARATHI	sun:W
1343	sl̩nɪ̆tsʲɛ	OLD_CHURCH_SLAVONIC	sun:W
1343	ˈsûːntsɛ	SERBO-CROATIAN	sun:W
1343	ˈsɫɤntsɘ	BULGARIAN	sun:W
1343	ˈsontsɛ	MACEDONIAN	sun:W
1343	sɔntsɛ	RUSSIAN	sun:W
1343	ˈswɔɲtsɛ	POLISH	sun:W
1343	ˈsɔntsa	BELARUSIAN	sun:W
1343	ˈsɔntsɛ	UKRAINIAN	sun:W
1343	ˈsl̩ŋkɔ	SLOVAK	sun:W
1343	ˈsluntsɛ	CZECH	sun:W
1343	ˈswʊntʃkɔ	SORBIAN_UPPER	sun:W
1343	ˈswɘ̟ɲtsɔ	SORBIAN_LOWER	sun:W
1343	ˈsôːntsɛ	SLOVENIAN	sun:W
1343	ˈsunːa	OLD_NORSE	sun:W
1343	soːl	OLD_NORSE	sun:W
1343	souːl	ICELANDIC	sun:W
1343	sɔuːl	FAROESE	sun:W
1343	suːl	NORWEGIAN_RIKSMAL	sun:W
1343	suːl	STAVANGERSK	sun:W
1343	soːl	OLD_SWEDISH	sun:W
1343	suːl	SWEDISH	sun:W
1343	sʉəl	ELFDALIAN	sun:W
1343	sol	DANISH	sun:W
1343	suol	DANISH_FJOLDE	sun:W
1343	soul	GUTNISH_LAU	sun:W
1343	sʌn	ENGLISH	sun:W
1343	zɔn	DUTCH	sun:W
1343	zɔnə	GERMAN	sun:W
1343	soːl	LATIN	sun:W
1343	sɔɫ	CATALAN	sun:W
1343	sɔl	PORTUGUESE	sun:W
1343	sol	SPANISH	sun:W
1343	sɔlɛj	FRENCH	sun:W
1343	sole	ITALIAN	sun:W
1343	gʹrʹi:ən	OLD_IRISH	sun:G
1343	hɔʊl	MIDDLE_CORNISH	sun:W
1243	platis	GREEK	wide:D
1243	farˈðis	GREEK	wide:M
1243	yaɫt	CLASSICAL_ARMENIAN	wide:D
1243	layn	CLASSICAL_ARMENIAN	wide:D
1243	lɑɪ̯n	ARMENIAN_EASTERN	wide:D
1243	wɐrɐχ	OSSETIC_IRON	wide:R
1243	wuruχ	OSSETIC_DIGOR	wide:R
1243	bɒhɒlu	ASSAMESE	wide:O
1243	osaria	ORIYA	wide:W
1243	cɔuɖau	ORIYA	wide:E
1243	cɔlɑ	MAGAHI	wide:X
1243	ˈʧɔ.ɽə	URDU	wide:E
1243	ɾũndə	MARATHI	wide:Z
1243	ʃirɔkʊ̆	OLD_CHURCH_SLAVONIC	wide:G
1243	ˈʃǐrɔk	SERBO-CROATIAN	wide:G
1243	ʃiˈrɔk	BULGARIAN	wide:G
1243	ˈʃirɔk	MACEDONIAN	wide:G
1243	ʂɨrɔkʲij	RUSSIAN	wide:G
1243	ʂɛˈrɔkʲi	POLISH	wide:G
1243	ʂɨˈrɔkʲi	BELARUSIAN	wide:G
1243	ʂɪˈrɔkɪj	UKRAINIAN	wide:G
1243	ˈʃirɔkiː	SLOVAK	wide:G
1243	ˈʃɪrɔkiː	CZECH	wide:G
1243	ˈʃɪʀɔki	SORBIAN_UPPER	wide:G
1243	ˈʂɘ̟rɔki	SORBIAN_LOWER	wide:G
1243	ʃiˈrɔk	SLOVENIAN	wide:G
1243	viːðr	OLD_NORSE	wide:B
1243	brɛiðr	OLD_NORSE	wide:I
1243	ˑviːðʏr	ICELANDIC	wide:B
1243	ˈb̥reiːðʏr	ICELANDIC	wide:I
1243	ˈb̥raiːjʊɹ	FAROESE	wide:I
1243	ˈvʊiːjʊɹ	FAROESE	wide:B
1243	bɾeː	NORWEGIAN_RIKSMAL	wide:I
1243	ʋiː	NORWEGIAN_RIKSMAL	wide:B
1243	ˈʋiːə	STAVANGERSK	wide:B
1243	ˈbʁɛɪə	STAVANGERSK	wide:I
1243	ˈviːðer	OLD_SWEDISH	wide:B
1243	ˈbreːðer	OLD_SWEDISH	wide:I
1243	breːd	SWEDISH	wide:I
1243	viːd	SWEDISH	wide:B
1243	brɪɛːð	ELFDALIAN	wide:I
1243	ˈwɑ̀ɪðʉm	ELFDALIAN	wide:B
1243	b̥ʁɛˀð	DANISH	wide:I
1243	viðˀ	DANISH	wide:B
1243	viː	DANISH_FJOLDE	wide:B
1243	bɹie	DANISH_FJOLDE	wide:I
1243	ˈbraɪdar	GUTNISH_LAU	wide:I
1243	ˈvɛɪdar	GUTNISH_LAU	wide:B
1243	waɪd	ENGLISH	wide:B
1243	vi:t	FRISIAN	wide:B
1243	wɛit	DUTCH	wide:B
1243	braĭt	GERMAN	wide:I
1243	ˈlaːtus	LATIN	wide:P
1243	amplə	CATALAN	wide:H
1243	ˈlaɾɣu	PORTUGUESE	wide:F
1243	anʧo	SPANISH	wide:H
1243	laʀʒ	FRENCH	wide:F
1243	largo	ITALIAN	wide:F
1243	lʹeθən	OLD_IRISH	wide:D
1243	lɛdan	MIDDLE_CORNISH	wide:D
1243	ˈleːdan	MIDDLE_BRETON	wide:D
1243	larg-k	BRETON	wide:F
1243	frɑ̃ŋ-k	BRETON	wide:Q
1243	ˈeːɣõn	BRETON	wide:Q
1243	ˈleːdɑ̃n	BRETON	wide:D
1243	l̻ʲahən̻ˠ	IRISH	wide:D
1200	ˈandras	GREEK	husband:I
1200	ˈsiziˌɣo̞s	GREEK	husband:Av
1200	ayr	CLASSICAL_ARMENIAN	husband:I
1200	ɑmuˈsin	ARMENIAN_EASTERN	husband:D
1200	lɐg	OSSETIC_IRON	husband:W
1200	lɐg	OSSETIC_DIGOR	husband:W
1200	giriɛk	ASSAMESE	husband:Ai
1200	bɔrɔ	ORIYA	husband:Y
1200	swami	ORIYA	husband:F
1200	pɔti	ORIYA	husband:P
1200	bʰət̪ɑr	MAGAHI	husband:Z
1200	ʃɔhəɾ	URDU	husband:M
1200	nəwɾa	MARATHI	husband:Ar
1200	mɔ̃ʒɪ̆	OLD_CHURCH_SLAVONIC	husband:B
1200	mûːʒ	SERBO-CROATIAN	husband:B
1200	mɤʒ	BULGARIAN	husband:B
1200	maʒ	MACEDONIAN	husband:B
1200	muʐ	RUSSIAN	husband:B
1200	mɔɰ̃ʐ	POLISH	husband:B
1200	muʐ	BELARUSIAN	husband:B
1200	tʂɔɫɔˈvik	UKRAINIAN	husband:As
1200	ˈmanʒɛl	SLOVAK	husband:At
1200	muʒ	SLOVAK	husband:B
1200	muʒ	CZECH	husband:B
1200	ˈmanʒɛl	CZECH	husband:At
1200	muʃ	SORBIAN_UPPER	husband:B
1200	ˈtswɔjɛk	SORBIAN_LOWER	husband:As
1200	môːʒ	SLOVENIAN	husband:B
1200	ˈboːndi	OLD_NORSE	husband:O
1200	maðr	OLD_NORSE	husband:B
1200	verː	OLD_NORSE	husband:J
1200	ˈeiːjɪn.maːðʏr	ICELANDIC	husband:B
1200	ˈb̥ound̥ɪ	ICELANDIC	husband:H/O
1200	ˈhʉuːsˌb̥œnd̥ɪ	FAROESE	husband:H
1200	ˈmɛaːvʊɹ	FAROESE	husband:B
1200	ˈɛktaˌmɛaːvʊɹ	FAROESE	husband:V
1200	ˈɛktəmanː	NORWEGIAN_RIKSMAL	husband:B/V
1200	manː	NORWEGIAN_RIKSMAL	husband:B
1200	ˈɛ̀ktəˌmanː	STAVANGERSK	husband:B/V
1200	manː	STAVANGERSK	husband:B
1200	ˈbonde	OLD_SWEDISH	husband:O
1200	ˈmaːðer	OLD_SWEDISH	husband:B
1200	ˈmɑ̀ːkə	SWEDISH	husband:Ae
1200	ˈɛ̀ktaˌmanː	SWEDISH	husband:V
1200	manː	SWEDISH	husband:B
1200	ˈgʉ̀bːɛ	ELFDALIAN	husband:Ac
1200	kɑlː	ELFDALIAN	husband:Ad
1200	manˀ	DANISH	husband:B
1200	mɑnʲ	DANISH_FJOLDE	husband:B
1200	ˈboundɛ	GUTNISH_LAU	husband:O
1200	manː	GUTNISH_LAU	husband:B
1200	hʌzbənd	ENGLISH	husband:H/O
1200	mɔn	FRISIAN	husband:B
1200	ɛχtχənot	DUTCH	husband:V
1200	mɑn	DUTCH	husband:B
1200	e:əman	GERMAN	husband:B/V
1200	maˈriːtus	LATIN	husband:E
1200	məˈɾit	CATALAN	husband:E
1200	əspɔs	CATALAN	husband:S
1200	ˈɔmə	CATALAN	husband:T
1200	ɨʃˈpozu	PORTUGUESE	husband:S
1200	mɐˈɾiðu	PORTUGUESE	husband:E
1200	esposo	SPANISH	husband:S
1200	maɾiðo	SPANISH	husband:E
1200	maʀi	FRENCH	husband:E
1200	marito	ITALIAN	husband:E
1200	spozo	ITALIAN	husband:S
1200	ɸʹer	OLD_IRISH	husband:J
1200	kʹe:lʹe	OLD_IRISH	husband:Af
1200	gu:r	MIDDLE_CORNISH	husband:J
1200	ˈoːzex	MIDDLE_BRETON	husband:P
1200	ˈpriːet	MIDDLE_BRETON	husband:Au
1200	ˈoːzax	BRETON	husband:P
1200	fʲaɾˠ	IRISH	husband:J
1201	fte̞ˈro̞	GREEK	feather:A
1201	pʰetowr	CLASSICAL_ARMENIAN	feather:A
1201	pʰɛˈtuɾ	ARMENIAN_EASTERN	feather:A
1201	sis	OSSETIC	feather:C
1201	šiš	OSSETIC_IRON	feather:C
1201	šes	OSSETIC_DIGOR	feather:C
1201	pakhi	ASSAMESE	feather:G
1201	pɔkhi	ORIYA	feather:G
1201	paĩkh	BIHARI	feather:G
1201	pɑ̃kʰ	MAGAHI	feather:G
1201	pəɾ	URDU	feather:D
1201	pãŋkʰə	MARATHI	feather:G
1201	pɛrɔ	OLD_CHURCH_SLAVONIC	feather:D
1201	ˈpɛ̌rɔ	SERBO-CROATIAN	feather:D
1201	pɘˈrɔ	BULGARIAN	feather:D
1201	ˈperɔ	MACEDONIAN	feather:D
1201	pʲɛrɔ	RUSSIAN	feather:D
1201	ˈpjurɔ	POLISH	feather:D
1201	pʲaˈrɔ	BELARUSIAN	feather:D
1201	pɛˈrɔ	UKRAINIAN	feather:D
1201	ˈpɛrɔ	SLOVAK	feather:D
1201	ˈpɛːrɔ	CZECH	feather:D
1201	ˈpĕɛʀɔ	SORBIAN_UPPER	feather:D
1201	ˈpĕɛrɔ	SORBIAN_LOWER	feather:D
1201	pɛˈrôː	SLOVENIAN	feather:D
1201	fjɔðr	OLD_NORSE	feather:A
1201	fjœːðʏr	ICELANDIC	feather:A
1201	ˈfjøːvʊɹ	FAROESE	feather:A
1201	fjæːɾ	NORWEGIAN_RIKSMAL	feather:A
1201	fjœːʁ	STAVANGERSK	feather:A
1201	ˈfiæːðer	OLD_SWEDISH	feather:A
1201	ˈfjɛ:dər	SWEDISH	feather:A
1201	ˈdɑ́ʉŋɛn	ELFDALIAN	feather:K
1201	fjeˀɐ̯	DANISH	feather:A
1201	fieð	DANISH_FJOLDE	feather:A
1201	ˈfjɛːdar	GUTNISH_LAU	feather:A
1201	fɛðə	ENGLISH	feather:A
1201	fɪ.ər	FRISIAN	feather:A
1201	ver	DUTCH	feather:A
1201	fe:dɐ	GERMAN	feather:A
1201	ˈpenːa	LATIN	feather:A
1201	ˈpluːma	LATIN	feather:E
1201	plomə	CATALAN	feather:E
1201	ˈpenɐ	PORTUGUESE	feather:A
1201	pluma	SPANISH	feather:E
1201	plym_dwazo	FRENCH	feather:E
1201	pjuma	ITALIAN	feather:E
1201	klu:ṽ	OLD_IRISH	feather:E/L
1201	kʹlʹetʹe	OLD_IRISH	feather:H
1201	etʹe	OLD_IRISH	feather:A
1201	plʏvɛn	MIDDLE_CORNISH	feather:E/M
1201	ˈplyːven	MIDDLE_BRETON	feather:E/M
1201	ˈplyːɛn	BRETON	feather:E/M
1235	pço̞s	GREEK	who:B
1235	ov	CLASSICAL_ARMENIAN	who:B
1235	ov	ARMENIAN_EASTERN	who:B
1235	tʃi	OSSETIC	who:B
1235	či	OSSETIC_IRON	who:B
1235	ka	OSSETIC_DIGOR	who:B
1235	kaha	ORIYA	who:B
1235	ke	BIHARI	who:B
1235	kɔn	URDU	who:B
1235	koɳ	MARATHI	who:B
1235	kʊ̆tɔ	OLD_CHURCH_SLAVONIC	who:B
1235	tkɔ̂	SERBO-CROATIAN	who:B
1235	kɔj	BULGARIAN	who:B
1235	koj	MACEDONIAN	who:B
1235	ktɔ	RUSSIAN	who:B
1235	ktɔ	POLISH	who:B
1235	xtɔ	BELARUSIAN	who:B
1235	xtɔ	UKRAINIAN	who:B
1235	ktɔ	SLOVAK	who:B
1235	gdɔ	CZECH	who:B
1235	ʃtu	SORBIAN_UPPER	who:B
1235	xtɔ	SORBIAN_LOWER	who:B
1235	ɡdǒː	SLOVENIAN	who:B
1235	ɣverː	OLD_NORSE	who:B
1235	xʷɛːr	ICELANDIC	who:B
1235	kʰvøːɹ	FAROESE	who:B
1235	ʋɛmː	NORWEGIAN_RIKSMAL	who:B
1235	kɛmː	STAVANGERSK	who:B
1235	hvarː	OLD_SWEDISH	who:B
1235	vɛmː	SWEDISH	who:B
1235	ˈʉ̀kɪn	ELFDALIAN	who:A
1235	vɛmˀ	DANISH	who:B
1235	væn	DANISH_FJOLDE	who:B
1235	vaɪm	GUTNISH_LAU	who:B
1235	hu:	ENGLISH	who:B
1235	wi	DUTCH	who:B
1235	ve:ɐ̯	GERMAN	who:B
1235	kʷiː	LATIN	who:B
1235	ki	CATALAN	who:B
1235	kɐ̃ĩ	PORTUGUESE	who:B
1235	kjen	SPANISH	who:B
1235	ki	FRENCH	who:B
1235	ki	ITALIAN	who:B
1235	kʹi:ə	OLD_IRISH	who:B
1235	piˑʊ	MIDDLE_CORNISH	who:B
1235	ˈpiuː	MIDDLE_BRETON	who:B
1235	ceː	IRISH	who:B
1432	ˈko̞vo̞	GREEK	cut:I
1432	kətˈɾɛl	ARMENIAN_EASTERN	cut:D/E
1432	kærdɨn	OSSETIC	cut:E
1432	kɐrd-	OSSETIC_IRON	cut:E
1432	kɐrd-	OSSETIC_DIGOR	cut:E
1432	khɔɳɖ-	ORIYA	cut:E
1432	ʈukra_kərəb	BIHARI	cut:Ac
1432	kaʈəb	BIHARI	cut:E
1432	kɑtənɑ	MAGAHI	cut:E
1432	kɑʈnə	URDU	cut:E
1432	kapɳe	MARATHI	cut:J
1432	ræzɑti	OLD_CHURCH_SLAVONIC	cut:G
1432	ˈsjɛ̂tɕi	SERBO-CROATIAN	cut:P
1432	ˈrɛ̂zati	SERBO-CROATIAN	cut:G
1432	ˈrɛʒə	BULGARIAN	cut:G
1432	ˈreʒɛ	MACEDONIAN	cut:G
1432	ˈsetʃɛ	MACEDONIAN	cut:P
1432	rʲɛzatʲ	RUSSIAN	cut:G
1432	ʨɔɲʨ	POLISH	cut:R
1432	ˈrɛzatsʲ	BELARUSIAN	cut:G
1432	ˈrizatɪ	UKRAINIAN	cut:G
1432	ˈrɛzac	SLOVAK	cut:G
1432	ˈr̝ɛzat	CZECH	cut:G
1432	ˈʀɪzatʃ	SORBIAN_UPPER	cut:G
1432	ˈrʲɪzaɕ	SORBIAN_LOWER	cut:G
1432	ˈrěːzati	SLOVENIAN	cut:G
1432	ˈmɛita	OLD_NORSE	cut:O
1432	ˈsniːða	OLD_NORSE	cut:B
1432	ˈskera	OLD_NORSE	cut:E
1432	ˈscɛːra	ICELANDIC	cut:E
1432	ˈstniːða	ICELANDIC	cut:B
1432	ˈsnʊiːja	FAROESE	cut:B
1432	ˈʃeːɹa	FAROESE	cut:E
1432	ˈʃæ̀ːɾə	NORWEGIAN_RIKSMAL	cut:E
1432	ˈsnæɪ̀ə	NORWEGIAN_RIKSMAL	cut:B
1432	ˈʂèːʁa	STAVANGERSK	cut:E
1432	ˈsneːða	OLD_SWEDISH	cut:B
1432	ˈskæːra	OLD_SWEDISH	cut:E
1432	ˈɧæ̀ːra	SWEDISH	cut:E
1432	ˈògːɑ	ELFDALIAN	cut:Af
1432	ˈstjæ̀rɔ	ELFDALIAN	cut:E
1432	ˈsg̥ʰɛːʌ	DANISH	cut:E
1432	sxeæɹ	DANISH_FJOLDE	cut:E
1432	ˈskɛːrɛ	GUTNISH_LAU	cut:E
1432	kʌt	ENGLISH	cut:Q
1432	snɛiə	FRISIAN	cut:B
1432	snɛidən	DUTCH	cut:B
1432	ʃnaĭdn̩	GERMAN	cut:B
1432	seˈkaːre	LATIN	cut:P
1432	təʎa	CATALAN	cut:T
1432	kuɾˈtaɾ	PORTUGUESE	cut:E
1432	koɾtaɾ	SPANISH	cut:E
1432	kupe	FRENCH	cut:H
1432	taʎʎare	ITALIAN	cut:T
1432	gʹerrəðʹ	OLD_IRISH	cut:K
1432	trɛhi	MIDDLE_CORNISH	cut:F
1432	ˈtruːɣaṽ	MIDDLE_BRETON	cut:F
1432	ˈskeːʒã	BRETON	cut:V
1432	ˈtroːɣã	BRETON	cut:F
1404	ˈisço̞s	GREEK	straight:K
1404	ułił	CLASSICAL_ARMENIAN	straight:T
1404	uˈʁiʁ	ARMENIAN_EASTERN	straight:T
1404	rast	OSSETIC	straight:M
1404	rašt	OSSETIC_IRON	straight:M
1404	rast	OSSETIC_DIGOR	straight:M
1404	pon	ASSAMESE	straight:S
1404	sidha	ORIYA	straight:L
1404	sojh	BIHARI	straight:D
1404	sid̪ʰɑ	MAGAHI	straight:L
1404	sid̪ʰə	URDU	straight:L
1404	prɑvʊ̆	OLD_CHURCH_SLAVONIC	straight:F
1404	prâv	SERBO-CROATIAN	straight:F
1404	praf	BULGARIAN	straight:F
1404	prav	MACEDONIAN	straight:F
1404	prʲamɔj	RUSSIAN	straight:H
1404	ˈprɔstɘ̟	POLISH	straight:G
1404	ˈprɔstɨ	BELARUSIAN	straight:G
1404	praˈmɨ	BELARUSIAN	straight:H
1404	prʲaˈmɪj	UKRAINIAN	straight:H
1404	ˈrɔvniː	SLOVAK	straight:I
1404	ˈrɔvniː	CZECH	straight:I
1404	ˈʀunɘ̟	SORBIAN_UPPER	straight:I
1404	ˈrownɘ̟	SORBIAN_LOWER	straight:I
1404	rǎːvən	SLOVENIAN	straight:I
1404	bɛinː	OLD_NORSE	straight:O
