ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
232	Nias	skin	uli	u l i	216	v027 c548 v191	763	nias1242
233	Central Amis	skin	faŋes	f a ŋ e s	835	c447 v130 c795 v200 c087	763	amis1246
234	Central Amis	skin	faŋes	f a ŋ e s	835	c447 v130 c795 v200 c087	763	amis1246
235	Chamorro	skin	lasːas	l a sː a s	2519	c548 v130 c070 v130 c087	763	cham1312
236	Banoni	skin	kabunu	k a b u n u	2607	c831 v130 c254 v027 c105 v027	763	bann1247
237	Singhi	skin	kurit	k u r i t	216	c831 v027 c151 v191 c118	763	baub1235
238	Banggi	skin	kubal	k u b a l	-216	c831 v027 c254 v130 c548	763	bong1289
2638	Maloh	sky	suan	s u a n	1028	c087 v027 v130 c105	1732	emba1238
2639	Merina_Malagasy	sky	lanitra	l a n i t r a	203	c548 v130 c105 v191 c118 c151 v130	1732	plat1254
2640	Thao	sky	qali	q a l i	1221	c751 v130 c548 v191	1732	thao1240
2641	Palauan	sky	eaŋed	e a ŋ e d	-203	v200 v130 c795 v200 c143	1732	pala1344
2642	Tunjung	sky	laŋit	l a ŋ i t	203	c548 v130 c795 v191 c118	1732	tunj1244
2643	Bare'e	sky	jaŋi	j a ŋ i	203	c564 v130 c795 v191	1732	pamo1252
2644	Iban	sky	laŋit	l a ŋ i t	203	c548 v130 c795 v191 c118	1732	iban1264
2645	Berawan_Long_Terawan	sky	milaiʔ	m i l a i ʔ	1674	c239 v191 c548 v130 v191 c405	1732	west2564
2646	Moken	sky	kəniəŋ	k ə n i ə ŋ	1759	c831 v155 c105 v191 v155 c795	1732	moke1242
2647	Hanunoo	sky	laŋit	l a ŋ i t	203	c548 v130 c795 v191 c118	1732	hanu1241
2648	Wuna	sky	lani	l a n i	203	c548 v130 c105 v191	1732	muna1247
2649	Tetum	sky	lalean	l a l e a n	-162	c548 v130 c548 v200 v130 c105	1732	tetu1246
2650	Mailu	sky	nogara	n o g a r a	2033	c105 v042 c824 v130 c151 v130	1732	mail1248
2651	Tsou	sky	nʉ́ca	n ʉ c a	2182	c105 v102 c600 v130	1732	tsou1248
2652	Nias	sky	laŋi	l a ŋ i	203	c548 v130 c795 v191	1732	nias1242
2653	Nias	sky	banua	b a n u a	203	c254 v130 c105 v027 v130	1732	nias1242
2654	Central Amis	sky	kakarajan	k a k a r a j a n	247	c831 v130 c831 v130 c151 v130 c564 v130 c105	1732	amis1246
2655	Central Amis	sky	kakalajan	k a k a l a j a n	247	c831 v130 c831 v130 c548 v130 c564 v130 c105	1732	amis1246
2656	Chamorro	sky	laŋet	l a ŋ e t	203	c548 v130 c795 v200 c118	1732	cham1312
2657	Banoni	sky	barekopi	b a r e k o p i	2693	c254 v130 c151 v200 c831 v042 c288 v191	1732	bann1247
2658	Singhi	sky	roŋit	r o ŋ i t	203	c151 v042 c795 v191 c118	1732	baub1235
2659	Banggi	sky	laŋit	l a ŋ i t	203	c548 v130 c795 v191 c118	1732	bong1289
3161	Maloh	small	kéké	k e k e	1036	c831 v200 c831 v200	1246	emba1238
3162	Merina_Malagasy	small	kélj	k e l j	1129	c831 v200 c548 c564	1246	plat1254
3163	Thao	small	laŋqisusaj	l a ŋ q i s u s a j	1234	c548 v130 c795 c751 v191 c087 v027 c087 v130 c564	1246	thao1240
3164	Palauan	small	kekeréi	k e k e r e i	1359	c831 v200 c831 v200 c151 v200 v191	1246	pala1344
3165	Tunjung	small	itit	i t i t	813	v191 c118 v191 c118	1246	tunj1244
3166	Bare'e	small	kodi	k o d i	609	c831 v042 c143 v191	1246	pamo1252
3167	Iban	small	mit	m i t	553	c239 v191 c118	1246	iban1264
3168	Berawan_Long_Terawan	small	dik	d i k	813	c143 v191 c831	1246	west2564
3169	Moken	small	nek	n e k	1770	c105 v200 c831	1246	moke1242
3170	Hanunoo	small	diʔit	d i ʔ i t	813	c143 v191 c405 v191 c118	1246	hanu1241
3171	Wuna	small	norubu	n o r u b u	378	c105 v042 c151 v027 c254 v027	1246	muna1247
3172	Tetum	small	kiʔik	k i ʔ i k	813	c831 v191 c405 v191 c831	1246	tetu1246
3173	Mailu	small	dimudimu	d i m u d i m u	2047	c143 v191 c239 v027 c143 v191 c239 v027	1246	mail1248
3174	Mailu	small	gigidi	g i g i d i	2048	c824 v191 c824 v191 c143 v191	1246	mail1248
3175	Mailu	small	gigiri	g i g i r i	2049	c824 v191 c824 v191 c151 v191	1246	mail1248
3176	Mailu	small	kiwonai	k i w o n a i	2050	c831 v191 c457 v042 c105 v130 v191	1246	mail1248
3177	Mailu	small	maramara	m a r a m a r a	2051	c239 v130 c151 v130 c239 v130 c151 v130	1246	mail1248
3178	Tsou	small	oko	o k o	2198	v042 c831 v042	1246	tsou1248
3179	Tsou	small	okosi	o k o s i	2199	v042 c831 v042 c087 v191	1246	tsou1248
3180	Nias	small	bõtõ	b õ t õ	2305	c254 v038 c118 v038	1246	nias1242
3181	Central Amis	small	kiqkiq	k i q k i q	-813	c831 v191 c751 c831 v191 c751	1246	amis1246
3182	Central Amis	small	mimiŋ	m i m i ŋ	2469	c239 v191 c239 v191 c795	1246	amis1246
3183	Central Amis	small	kiʔkiʔ	k i ʔ k i ʔ	-813	c831 v191 c405 c831 v191 c405	1246	amis1246
3184	Chamorro	small	hagui	h a g u i	2570	c401 v130 c824 v027 v191	1246	cham1312
3185	Banoni	small	kikinaki	k i k i n a k i	813	c831 v191 c831 v191 c105 v130 c831 v191	1246	bann1247
3186	Banoni	small	baki	b a k i	2715	c254 v130 c831 v191	1246	bann1247
3187	Singhi	small	sit	s i t	2813	c087 v191 c118	1246	baub1235
3188	Singhi	small	monik	m o n i k	293	c239 v042 c105 v191 c831	1246	baub1235
3189	Banggi	small	tojok	t o j o k	2876	c118 v042 c564 v042 c831	1246	bong1289
3009	Maloh	smoke	rimbu	r i m b u	799	c151 v191 c239 c254 v027	778	emba1238
3010	Merina_Malagasy	smoke	sétroka	s e t r o k a	1125	c087 v200 c118 c151 v042 c831 v130	778	plat1254
3011	Thao	smoke	qumbu	q u m b u	1230	c751 v027 c239 c254 v027	778	thao1240
3012	Palauan	smoke	cʰat	cʰ a t	1353	c598 v130 c118	778	pala1344
3013	Tunjung	smoke	əncun	ə n c u n	1454	v155 c105 c600 v027 c105	778	tunj1244
3014	Bare'e	smoke	raŋasu	r a ŋ a s u	180	c151 v130 c795 v130 c087 v027	778	pamo1252
3015	Iban	smoke	asap	a s a p	87	v130 c087 v130 c288	778	iban1264
3016	Berawan_Long_Terawan	smoke	cam	c a m	1681	c600 v130 c239	778	west2564
3017	Moken	smoke	kahoj	k a h o j	1768	c831 v130 c401 v042 c564	778	moke1242
3018	Hanunoo	smoke	anus	a n u s	1834	v130 c105 v027 c087	778	hanu1241
3019	Hanunoo	smoke	sunuj	s u n u j	1835	c087 v027 c105 v027 c564	778	hanu1241
3020	Wuna	smoke	gʰumbo	gʰ u m b o	613	c829 v027 c239 c254 v042	778	muna1247
3021	Tetum	smoke	dubun	d u b u n	260	c143 v027 c254 v027 c105	778	tetu1246
3022	Mailu	smoke	bautu	b a u t u	831	c254 v130 v027 c118 v027	778	mail1248
3023	Tsou	smoke	feufeu	f e u f e u	672	c447 v200 v027 c447 v200 v027	778	tsou1248
3024	Nias	smoke	simbo	s i m b o	2301	c087 v191 c239 c254 v042	778	nias1242
3025	Central Amis	smoke	ʔacifer	ʔ a c i f e r	2458	c405 v130 c600 v191 c447 v200 c151	778	amis1246
3026	Chamorro	smoke	asu	a s u	180	v130 c087 v027	778	cham1312
3027	Banoni	smoke	daso	d a s o	-180	c143 v130 c087 v042	778	bann1247
3028	Singhi	smoke	asux	a s u x	-87	v130 c087 v027 c772	778	baub1235
3029	Banggi	smoke	goudn	g o u d n	2873	c824 v042 v027 c143 c105	778	bong1289
2190	Maloh	snake	urar	u r a r	575	v027 c151 v130 c151	730	emba1238
2191	Merina_Malagasy	snake	bibilava	b i b i l a v a	1104	c254 v191 c254 v191 c548 v130 c446 v130	730	plat1254
2192	Thao	snake	qlhuran	q l h u r a n	1213	c751 c548 c401 v027 c151 v130 c105	730	thao1240
2193	Palauan	snake	becʰéi	b e cʰ e i	1325	c254 v200 c598 v200 v191	730	pala1344
2194	Palauan	snake	bersoecʰ	b e r s o e cʰ	1326	c254 v200 c151 c087 v042 v200 c598	730	pala1344
2195	Tunjung	snake	nipaʔ	n i p a ʔ	343	c105 v191 c288 v130 c405	730	tunj1244
2196	Bare'e	snake	ule	u l e	575	v027 c548 v200	730	pamo1252
2197	Iban	snake	ular	u l a r	575	v027 c548 v130 c151	730	iban1264
2198	Berawan_Long_Terawan	snake	lipəh	l i p ə h	-343	c548 v191 c288 v155 c401	730	west2564
2199	Moken	snake	ʔolaːn	ʔ o l aː n	575	c405 v042 c548 v137 c105	730	moke1242
2200	Hanunoo	snake	ulaj	u l a j	575	v027 c548 v130 c564	730	hanu1241
2201	Wuna	snake	gʰule	gʰ u l e	575	c829 v027 c548 v200	730	muna1247
2202	Tetum	snake	samea	s a m e a	766	c087 v130 c239 v200 v130	730	tetu1246
2203	Mailu	snake	mio	m i o	2014	c239 v191 v042	730	mail1248
2204	Tsou	snake	fkoi	f k o i	403	c447 c831 v042 v191	730	tsou1248
2205	Nias	snake	ulõ	u l õ	575	v027 c548 v038	730	nias1242
2206	Central Amis	snake	uner	u n e r	2418	v027 c105 v200 c151	730	amis1246
2207	Banoni	snake	koru	k o r u	737	c831 v042 c151 v027	730	bann1247
2208	Singhi	snake	dipux	d i p u x	-343	c143 v191 c288 v027 c772	730	baub1235
2209	Banggi	snake	ulagn	u l a g n	575	v027 c548 v130 c824 c105	730	bong1289
2269	Palauan	spider	bubuu	b u b u u	1329	c254 v027 c254 v027 v027	843	pala1344
2270	Bare'e	spider	bukaka	b u k a k a	1523	c254 v027 c831 v130 c831 v130	843	pamo1252
2271	Iban	spider	empelawaʔ	e m p e l a w a ʔ	797	v200 c239 c288 v200 c548 v130 c457 v130 c405	843	iban1264
2272	Berawan_Long_Terawan	spider	kəlawaʔ	k ə l a w a ʔ	797	c831 v155 c548 v130 c457 v130 c405	843	west2564
2273	Moken	spider	gatoːn	g a t oː n	1754	c824 v130 c118 v035 c105	843	moke1242
2274	Hanunoo	spider	lawa	l a w a	797	c548 v130 c457 v130	843	hanu1241
2275	Wuna	spider	kabamba	k a b a m b a	14	c831 v130 c254 v130 c239 c254 v130	843	muna1247
2276	Tetum	spider	labadain	l a b a d a i n	-797	c548 v130 c254 v130 c143 v130 v191 c105	843	tetu1246
2277	Mailu	spider	mokoi	m o k o i	2017	c239 v042 c831 v042 v191	843	mail1248
2278	Nias	spider	kalaw̃a	k a l a w̃ a	797	c831 v130 c548 v130 c455 v130	843	nias1242
2279	Central Amis	spider	falalutoŋ	f a l a l u t o ŋ	2422	c447 v130 c548 v130 c548 v027 c118 v042 c795	843	amis1246
2280	Banoni	spider	kaːdado	k aː d a d o	2672	c831 v137 c143 v130 c143 v042	843	bann1247
2281	Singhi	spider	toka	t o k a	2796	c118 v042 c831 v130	843	baub1235
2680	Maloh	star	bintaŋ	b i n t a ŋ	4	c254 v191 c105 c118 v130 c795	1430	emba1238
2681	Merina_Malagasy	star	kintana	k i n t a n a	1117	c831 v191 c105 c118 v130 c105 v130	1430	plat1254
2682	Thao	star	kilhpuz	k i l h p u z	1222	c831 v191 c548 c401 c288 v027 c078	1430	thao1240
2683	Palauan	star	btucʰ	b t u cʰ	4	c254 c118 v027 c598	1430	pala1344
2684	Tunjung	star	bintaŋ	b i n t a ŋ	4	c254 v191 c105 c118 v130 c795	1430	tunj1244
2685	Bare'e	star	betuʔu	b e t u ʔ u	4	c254 v200 c118 v027 c405 v027	1430	pamo1252
2686	Iban	star	bintaŋ	b i n t a ŋ	4	c254 v191 c105 c118 v130 c795	1430	iban1264
2687	Berawan_Long_Terawan	star	təkəbin	t ə k ə b i n	1675	c118 v155 c831 v155 c254 v191 c105	1430	west2564
2688	Moken	star	bituək	b i t u ə k	4	c254 v191 c118 v027 v155 c831	1430	moke1242
2689	Hanunoo	star	pamgasan	p a m g a s a n	1828	c288 v130 c239 c824 v130 c087 v130 c105	1430	hanu1241
2690	Wuna	star	kalipopo	k a l i p o p o	80	c831 v130 c548 v191 c288 v042 c288 v042	1430	muna1247
2691	Tetum	star	fitun	f i t u n	4	c447 v191 c118 v027 c105	1430	tetu1246
2692	Mailu	star	vitiu	v i t i u	4	c446 v191 c118 v191 v027	1430	mail1248
2693	Tsou	star	coŋéoha	c o ŋ e o h a	34	c600 v042 c795 v200 v042 c401 v130	1430	tsou1248
2694	Nias	star	dõfi	d õ f i	2289	c143 v038 c447 v191	1430	nias1242
2695	Central Amis	star	fuqis	f u q i s	2442	c447 v027 c751 v191 c087	1430	amis1246
2696	Central Amis	star	fuʕis	f u ʕ i s	2443	c447 v027 c635 v191 c087	1430	amis1246
2697	Banoni	star	pipito	p i p i t o	4	c288 v191 c288 v191 c118 v042	1430	bann1247
2698	Singhi	star	bitaŋ	b i t a ŋ	4	c254 v191 c118 v130 c795	1430	baub1235
1614	Maloh	stick/wood	kaju	k a j u	32	c831 v130 c564 v027	1295	emba1238
1615	Thao	stick/wood	kawi	k a w i	32	c831 v130 c457 v191	1295	thao1240
1616	Palauan	stick/wood	kerːekar	k e rː e k a r	-32	c831 v200 c160 v200 c831 v130 c151	1295	pala1344
1617	Tunjung	stick/wood	leŋan	l e ŋ a n	1432	c548 v200 c795 v130 c105	1295	tunj1244
1618	Bare'e	stick/wood	kaju	k a j u	32	c831 v130 c564 v027	1295	pamo1252
1619	Bare'e	stick/wood	kaju	k a j u	32	c831 v130 c564 v027	1295	pamo1252
1620	Iban	stick/wood	kajuʔ	k a j u ʔ	32	c831 v130 c564 v027 c405	1295	iban1264
1621	Berawan_Long_Terawan	stick/wood	kajuh	k a j u h	32	c831 v130 c564 v027 c401	1295	west2564
1622	Moken	stick/wood	kaʔiː	k a ʔ iː	-32	c831 v130 c405 v183	1295	moke1242
1623	Hanunoo	stick/wood	kaju	k a j u	32	c831 v130 c564 v027	1295	hanu1241
1624	Wuna	stick/wood	sau	s a u	32	c087 v130 v027	1295	muna1247
1625	Tetum	stick/wood	ai	a i	32	v130 v191	1295	tetu1246
1626	Mailu	stick/wood	ana	a n a	1986	v130 c105 v130	1295	mail1248
1627	Tsou	stick/wood	évi	e v i	2144	v200 c446 v191	1295	tsou1248
1628	Tsou	stick/wood	sʔofʉ	s ʔ o f ʉ	2145	c087 c405 v042 c447 v102	1295	tsou1248
1629	Nias	stick/wood	eu	e u	32	v200 v027	1295	nias1242
1630	Central Amis	stick/wood	sastiʔ	s a s t i ʔ	2391	c087 v130 c087 c118 v191 c405	1295	amis1246
1631	Central Amis	stick/wood	kasuj	k a s u j	32	c831 v130 c087 v027 c564	1295	amis1246
1632	Chamorro	stick/wood	haju	h a j u	32	c401 v130 c564 v027	1295	cham1312
1633	Banoni	stick/wood	tsupi	t s u p i	2646	c118 c087 v027 c288 v191	1295	bann1247
1634	Singhi	stick/wood	kojux	k o j u x	32	c831 v042 c564 v027 c772	1295	baub1235
1635	Banggi	stick/wood	kiau	k i a u	32	c831 v191 v130 v027	1295	bong1289
2474	Maloh	stone	batu	b a t u	379	c254 v130 c118 v027	857	emba1238
2475	Merina_Malagasy	stone	vato	v a t o	379	c446 v130 c118 v042	857	plat1254
2476	Thao	stone	fatu	f a t u	379	c447 v130 c118 v027	857	thao1240
2477	Palauan	stone	bad	b a d	379	c254 v130 c143	857	pala1344
2478	Tunjung	stone	batuʔ	b a t u ʔ	379	c254 v130 c118 v027 c405	857	tunj1244
2479	Bare'e	stone	watu	w a t u	379	c457 v130 c118 v027	857	pamo1252
2480	Iban	stone	batu	b a t u	379	c254 v130 c118 v027	857	iban1264
2481	Berawan_Long_Terawan	stone	bitːoh	b i tː o h	379	c254 v191 c128 v042 c401	857	west2564
2482	Moken	stone	batoj	b a t o j	379	c254 v130 c118 v042 c564	857	moke1242
2483	Hanunoo	stone	batu	b a t u	379	c254 v130 c118 v027	857	hanu1241
2484	Wuna	stone	kontu	k o n t u	379	c831 v042 c105 c118 v027	857	muna1247
2485	Tetum	stone	fatuk	f a t u k	379	c447 v130 c118 v027 c831	857	tetu1246
2486	Mailu	stone	budi	b u d i	2025	c254 v027 c143 v191	857	mail1248
2487	Mailu	stone	gomagomana	g o m a g o m a n a	2026	c824 v042 c239 v130 c824 v042 c239 v130 c105 v130	857	mail1248
2488	Mailu	stone	nabua	n a b u a	2027	c105 v130 c254 v027 v130	857	mail1248
2489	Tsou	stone	skuzu	s k u z u	2175	c087 c831 v027 c078 v027	857	tsou1248
2490	Nias	stone	baʔu	b a ʔ u	379	c254 v130 c405 v027	857	nias1242
2491	Nias	stone	kara	k a r a	379	c831 v130 c151 v130	857	nias1242
2492	Central Amis	stone	fakeluh	f a k e l u h	2433	c447 v130 c831 v200 c548 v027 c401	857	amis1246
2493	Central Amis	stone	fukeloh	f u k e l o h	2434	c447 v027 c831 v200 c548 v042 c401	857	amis1246
2494	Banoni	stone	paratsi	p a r a t s i	2682	c288 v130 c151 v130 c118 c087 v191	857	bann1247
2495	Singhi	stone	batux	b a t u x	379	c254 v130 c118 v027 c772	857	baub1235
2496	Banggi	stone	batu	b a t u	379	c254 v130 c118 v027	857	bong1289
2167	Maloh	tail	iŋko	i ŋ k o	305	v191 c795 c831 v042	1220	emba1238
2168	Merina_Malagasy	tail	rambo	r a m b o	1103	c151 v130 c239 c254 v042	1220	plat1254
2169	Thao	tail	wawishwish	w a w i s h w i s h	345	c457 v130 c457 v191 c087 c401 c457 v191 c087 c401	1220	thao1240
2170	Palauan	tail	kemur	k e m u r	1324	c831 v200 c239 v027 c151	1220	pala1344
2171	Tunjung	tail	iŋkot	i ŋ k o t	305	v191 c795 c831 v042 c118	1220	tunj1244
2172	Bare'e	tail	iku	i k u	305	v191 c831 v027	1220	pamo1252
2173	Iban	tail	ikoʔ	i k o ʔ	305	v191 c831 v042 c405	1220	iban1264
2174	Berawan_Long_Terawan	tail	iko	i k o	305	v191 c831 v042	1220	west2564
2175	Moken	tail	ʔikuːn	ʔ i k uː n	305	c405 v191 c831 v019 c105	1220	moke1242
2176	Hanunoo	tail	ikug	i k u g	305	v191 c831 v027 c824	1220	hanu1241
2177	Wuna	tail	punda	p u n d a	114	c288 v027 c105 c143 v130	1220	muna1247
2178	Tetum	tail	ikun	i k u n	305	v191 c831 v027 c105	1220	tetu1246
2179	Mailu	tail	batuna	b a t u n a	2012	c254 v130 c118 v027 c105 v130	1220	mail1248
2180	Mailu	tail	doru	d o r u	108	c143 v042 c151 v027	1220	mail1248
2181	Mailu	tail	nari	n a r i	2013	c105 v130 c151 v191	1220	mail1248
2182	Tsou	tail	civci	c i v c i	795	c600 v191 c446 c600 v191	1220	tsou1248
2183	Nias	tail	iʔo	i ʔ o	305	v191 c405 v042	1220	nias1242
2184	Central Amis	tail	wikor	w i k o r	305	c457 v191 c831 v042 c151	1220	amis1246
2185	Chamorro	tail	dadalak	d a d a l a k	2550	c143 v130 c143 v130 c548 v130 c831	1220	cham1312
2186	Banoni	tail	kokoreka	k o k o r e k a	2669	c831 v042 c831 v042 c151 v200 c831 v130	1220	bann1247
2187	Singhi	tail	kon	k o n	305	c831 v042 c105	1220	baub1235
2188	Singhi	tail	ukue	u k u e	305	v027 c831 v027 v200	1220	baub1235
2189	Banggi	tail	ifus	i f u s	-305	v191 c447 v027 c087	1220	bong1289
3698	Maloh	that	indin	i n d i n	1045	v191 c105 c143 v191 c105	78	emba1238
3699	Merina_Malagasy	that	ao	a o	1146	v130 v042	78	plat1254
3700	Merina_Malagasy	that	anj	a n j	1147	v130 c105 c564	78	plat1254
3701	Thao	that	haja	h a j a	270	c401 v130 c564 v130	78	thao1240
3702	Thao	that	huja	h u j a	270	c401 v027 c564 v130	78	thao1240
3703	Palauan	that	tilecʰaŋ	t i l e cʰ a ŋ	1379	c118 v191 c548 v200 c598 v130 c795	78	pala1344
3704	Palauan	that	séi	s e i	1380	c087 v200 v191	78	pala1344
3705	Tunjung	that	aneh	a n e h	392	v130 c105 v200 c401	78	tunj1244
3706	Bare'e	that	setu	s e t u	569	c087 v200 c118 v027	78	pamo1252
3707	Iban	that	nʲaʔ	nʲ a ʔ	1615	c099 v130 c405	78	iban1264
3708	Berawan_Long_Terawan	that	tuh	t u h	569	c118 v027 c401	78	west2564
3709	Moken	that	nʲuː	nʲ uː	1782	c099 v019	78	moke1242
3710	Hanunoo	that	tunda	t u n d a	1852	c118 v027 c105 c143 v130	78	hanu1241
3711	Hanunoo	that	tida	t i d a	1853	c118 v191 c143 v130	78	hanu1241
3712	Wuna	that	aitu	a i t u	569	v130 v191 c118 v027	78	muna1247
3713	Tetum	that	nia	n i a	392	c105 v191 v130	78	tetu1246
3714	Mailu	that	ada	a d a	2074	v130 c143 v130	78	mail1248
3715	Mailu	that	ne	n e	2075	c105 v200	78	mail1248
3716	Tsou	that	icʔo	i c ʔ o	2214	v191 c600 c405 v042	78	tsou1248
3717	Nias	that	daʔõ	d a ʔ õ	2322	c143 v130 c405 v038	78	nias1242
3718	Central Amis	that	kuna	k u n a	2499	c831 v027 c105 v130	78	amis1246
3719	Central Amis	that	kura	k u r a	2500	c831 v027 c151 v130	78	amis1246
3720	Chamorro	that	enao	e n a o	2578	v200 c105 v130 v042	78	cham1312
3721	Banoni	that	nana	n a n a	392	c105 v130 c105 v130	78	bann1247
3722	Banoni	that	nabo	n a b o	392	c105 v130 c254 v042	78	bann1247
3723	Singhi	that	inu	i n u	392	v191 c105 v027	78	baub1235
3724	Banggi	that	ino	i n o	392	v191 c105 v042	78	bong1289
1248	Maloh	thatch/roof	tuduŋ	t u d u ŋ	1015	c118 v027 c143 v027 c795	279	emba1238
1249	Merina_Malagasy	thatch/roof	tafo#bozaka	t a f o _ b o z a k a	1081	c118 v130 c447 v042 m001 c254 v042 c078 v130 c831 v130	279	plat1254
1250	Thao	thatch/roof	tafuq	t a f u q	1184	c118 v130 c447 v027 c751	279	thao1240
1251	Palauan	thatch/roof	cʰado	cʰ a d o	406	c598 v130 c143 v042	279	pala1344
1252	Tunjung	thatch/roof	sapaw#jemiaq	s a p a w _ j e m i a q	1425	c087 v130 c288 v130 c457 m001 c564 v200 c239 v191 v130 c751	279	tunj1244
1253	Bare'e	thatch/roof	ata	a t a	406	v130 c118 v130	279	pamo1252
1254	Iban	thatch/roof	atap	a t a p	406	v130 c118 v130 c288	279	iban1264
1255	Iban	thatch/roof	bumbuŋ	b u m b u ŋ	1572	c254 v027 c239 c254 v027 c795	279	iban1264
1256	Berawan_Long_Terawan	thatch/roof	sapaw	s a p a w	298	c087 v130 c288 v130 c457	279	west2564
1257	Hanunoo	thatch/roof	atup	a t u p	406	v130 c118 v027 c288	279	hanu1241
1258	Tetum	thatch/roof	tali#tahan	t a l i _ t a h a n	1894	c118 v130 c548 v191 m001 c118 v130 c401 v130 c105	279	tetu1246
1259	Mailu	thatch/roof	ato	a t o	406	v130 c118 v042	279	mail1248
1260	Tsou	thatch/roof	euasi	e u a s i	2131	v200 v027 v130 c087 v191	279	tsou1248
1261	Nias	thatch/roof	sagõ	s a g õ	2257	c087 v130 c824 v038	279	nias1242
1262	Central Amis	thatch/roof	falahuŋ	f a l a h u ŋ	2374	c447 v130 c548 v130 c401 v027 c795	279	amis1246
1263	Central Amis	thatch/roof	falahoŋ	f a l a h o ŋ	2375	c447 v130 c548 v130 c401 v042 c795	279	amis1246
1264	Chamorro	thatch/roof	atof	a t o f	406	v130 c118 v042 c447	279	cham1312
1265	Banoni	thatch/roof	tegʰunu	t e gʰ u n u	2629	c118 v200 c829 v027 c105 v027	279	bann1247
1266	Singhi	thatch/roof	tonʲah	t o nʲ a h	2770	c118 v042 c099 v130 c401	279	baub1235
1267	Singhi	thatch/roof	iraw	i r a w	2771	v191 c151 v130 c457	279	baub1235
1268	Banggi	thatch/roof	safu	s a f u	2858	c087 v130 c447 v027	279	bong1289
3912	Maloh	they	ira	i r a	92	v191 c151 v130	817	emba1238
3913	Merina_Malagasy	they	izj	i z j	-92	v191 c078 c564	817	plat1254
3914	Thao	they	cajcuj	c a j c u j	1248	c600 v130 c564 c600 v027 c564	817	thao1240
3915	Palauan	they	tir	t i r	92	c118 v191 c151	817	pala1344
3916	Bare'e	they	sira	s i r a	92	c087 v191 c151 v130	817	pamo1252
3917	Iban	they	sidaʔ	s i d a ʔ	92	c087 v191 c143 v130 c405	817	iban1264
3918	Berawan_Long_Terawan	they	siloh	s i l o h	92	c087 v191 c548 v042 c401	817	west2564
3919	Moken	they	ʔolaːŋ	ʔ o l aː ŋ	1788	c405 v042 c548 v137 c795	817	moke1242
3920	Hanunoo	they	sida	s i d a	92	c087 v191 c143 v130	817	hanu1241
3921	Wuna	they	andoa	a n d o a	323	v130 c105 c143 v042 v130	817	muna1247
3922	Tetum	they	sia	s i a	92	c087 v191 v130	817	tetu1246
3923	Mailu	they	omoa	o m o a	2080	v042 c239 v042 v130	817	mail1248
3924	Tsou	they	heː	h eː	2217	c401 v202	817	tsou1248
3925	Nias	they	jaʔira	j a ʔ i r a	92	c564 v130 c405 v191 c151 v130	817	nias1242
3926	Central Amis	they	aŋra	a ŋ r a	2505	v130 c795 c151 v130	817	amis1246
3927	Central Amis	they	caŋra	c a ŋ r a	2506	c600 v130 c795 c151 v130	817	amis1246
3928	Chamorro	they	siha	s i h a	92	c087 v191 c401 v130	817	cham1312
3929	Banoni	they	nari	n a r i	357	c105 v130 c151 v191	817	bann1247
3930	Singhi	they	ijox	i j o x	2840	v191 c564 v042 c772	817	baub1235
3277	Maloh	thick	tabal	t a b a l	209	c118 v130 c254 v130 c548	1244	emba1238
3278	Merina_Malagasy	thick	matévina	m a t e v i n a	1132	c239 v130 c118 v200 c446 v191 c105 v130	1244	plat1254
3279	Thao	thick	makushtur	m a k u s h t u r	1238	c239 v130 c831 v027 c087 c401 c118 v027 c151	1244	thao1240
3280	Palauan	thick	okrokr	o k r o k r	1363	v042 c831 c151 v042 c831 c151	1244	pala1344
3281	Tunjung	thick	kapar	k a p a r	209	c831 v130 c288 v130 c151	1244	tunj1244
3282	Bare'e	thick	baŋke	b a ŋ k e	1540	c254 v130 c795 c831 v200	1244	pamo1252
3283	Iban	thick	tebal	t e b a l	233	c118 v200 c254 v130 c548	1244	iban1264
3284	Berawan_Long_Terawan	thick	kapan	k a p a n	209	c831 v130 c288 v130 c105	1244	west2564
3285	Moken	thick	tʰaw	tʰ a w	1772	c136 v130 c457	1244	moke1242
3286	Hanunoo	thick	madamul	m a d a m u l	138	c239 v130 c143 v130 c239 v027 c548	1244	hanu1241
3287	Wuna	thick	nokapa	n o k a p a	209	c105 v042 c831 v130 c288 v130	1244	muna1247
3288	Tetum	thick	maʔar	m a ʔ a r	1918	c239 v130 c405 v130 c151	1244	tetu1246
3289	Mailu	thick	iduna	i d u n a	2056	v191 c143 v027 c105 v130	1244	mail1248
3290	Tsou	thick	ocmoeʉ	o c m o e ʉ	-138	v042 c600 c239 v042 v200 v102	1244	tsou1248
3291	Central Amis	thick	kiftol	k i f t o l	2476	c831 v191 c447 c118 v042 c548	1244	amis1246
3292	Chamorro	thick	potpot	p o t p o t	314	c288 v042 c118 c288 v042 c118	1244	cham1312
3293	Banoni	thick	toːtogo	t oː t o g o	2722	c118 v035 c118 v042 c824 v042	1244	bann1247
3294	Singhi	thick	tabar	t a b a r	233	c118 v130 c254 v130 c151	1244	baub1235
3295	Banggi	thick	eŋkafal	e ŋ k a f a l	209	v200 c795 c831 v130 c447 v130 c548	1244	bong1289
3259	Maloh	thin	nipis	n i p i s	424	c105 v191 c288 v191 c087	2308	emba1238
