ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
2290	Oriya	neck	bekɔ	b e k ɔ	3492	bekɔ	c254 v200 c831 v067	1333	oriy1255
2291	German	neck	nakn̩	n a k n̩	2348	'nakn̩	c105 v130 c831 c095	1333	stan1295
2292	Dutch_List	neck	nɛk	n ɛ k	2348	nɛk	c105 v229 c831	1333	dutc1256
2293	Greek_Mod	neck	afçe̞nas	a f ç e̞ n a s	3597	afˈçe̞nas	v130 c447 c577 v217 c105 v130 c087	1333	mode1248
2294	Armenian_Mod	neck	viz	v i z	2525	viz	c446 v191 c078	1333	nucl1235
2295	Armenian_Mod	new	noɾ	n o ɾ	86	noɾ	c105 v042 c064	1231	nucl1235
2296	Czech	new	noviː	n o v iː	86	noviː	c105 v042 c446 v183	1231	czec1258
2297	German	new	nɔy	n o y	86	nɔ‿y	c105 v042 v166	1231	stan1295
2298	Italian	new	nwɔvo	n w ɔ v o	86	'nwɔvo	c105 c457 v067 c446 v042	1231	ital1282
2299	Swedish	new	ny	n y	86	ny	c105 v166	1231	swed1254
2300	Breton_ST	new	neve	n e v e	86	ˈneve	c105 v200 c446 v200	1231	bret1244
2301	Catalan	new	nɔuw	n ɔu w	86	nɔuw	c105 d009 c457	1231	stan1289
2302	Danish	new	ny	n y	86	ny	c105 v166	1231	dani1285
2303	Dutch_List	new	niw	n i w	86	niw	c105 v191 c457	1231	dutc1256
2304	English	new	njuː	n j uː	86	nju:	c105 c564 v019	1231	stan1293
2305	French	new	nuvo	n u v o	86	nuvo	c105 v027 c446 v042	1231	stan1290
2306	Greek_Mod	new	ce̞nurʝo̞s	c e̞ n u r ʝ o̞ s	1514	ce̞ˈnurʝo̞s	c600 v217 c105 v027 c151 c574 v033 c087	1231	mode1248
2307	Marathi	new	nəwiːn	n ə w iː n	86	nə'wi:n	c105 v155 c457 v183 c105	1231	mara1378
2308	Polish	new	nɔvɨ	n ɔ v ɨ	86	ˈnɔvɨ	c105 v067 c446 v116	1231	poli1260
2309	Portuguese_ST	new	novu	n o v u	86	'novu	c105 v042 c446 v027	1231	port1283
2310	Russian	new	novɨj	n o v ɨ j	86	'novɨj	c105 v042 c446 v116 c564	1231	russ1263
2311	Spanish	new	nweβo	n w e β o	86	'nweβo	c105 c457 v200 c225 v042	1231	stan1288
2312	Bihari	new	nəb	n ə b	86	nəb	c105 v155 c254	1231	mait1250
2313	Oriya	new	nua	n ua	86	nua	c105 d010	1231	oriy1255
2314	Urdu	new	nəjɑ	n ə j ɑ	86	nəjɑ	c105 v155 c564 v089	1231	urdu1245
2315	Armenian_Mod	night	giʃɛɾ	g i ʃ ɛ ɾ	619	giˈʃɛɾ	c824 v191 c677 v229 c064	1233	nucl1235
2316	Czech	night	nots	n o t s	266	nots	c105 v042 c118 c087	1233	czec1258
2317	German	night	naxt	n a x t	266	naxt	c105 v130 c772 c118	1233	stan1295
2318	Italian	night	nɔtte	n ɔ tː e	266	'nɔtte	c105 v067 c128 v200	1233	ital1282
2319	Swedish	night	nat	n a t	266	nat	c105 v130 c118	1233	swed1254
2320	Breton_ST	night	noːs	n oː s	266	no:s	c105 v035 c087	1233	bret1244
2321	Catalan	night	nit	n i t	266	nit	c105 v191 c118	1233	stan1289
2322	Danish	night	nad̥ʰ	n a d̥ʰ	266	nad̥ʰ	c105 v130 c116	1233	dani1285
2323	Dutch_List	night	nɑχt	n ɑ χ t	266	nɑχt	c105 v089 c742 c118	1233	dutc1256
2324	English	night	naɪt	n aɪ t	266	naɪt	c105 d032 c118	1233	stan1293
2325	French	night	nɥi	n ɥ i	266	nɥi	c105 c453 v191	1233	stan1290
2326	Greek_Mod	night	nycʰta	n y cʰ t a	266	nýchta	c105 v166 c598 c118 v130	1233	mode1248
2327	Marathi	night	ɾatɾə	ɾ a t ɾ ə	799	'ɾatɾə	c064 v130 c118 c064 v155	1233	mara1378
2328	Polish	night	nɔʦ	n ɔ ts	266	nɔʦ	c105 v067 c015	1233	poli1260
2329	Portuguese_ST	night	nɔjtɨ	n ɔ j t ɨ	266	ˈnɔjtɨ	c105 v067 c564 c118 v116	1233	port1283
2330	Russian	night	noʧ	n o tʃ	266	notʃ	c105 v042 c645	1233	russ1263
2331	Spanish	night	noʧe	n o tʃ e	266	'noʧe	c105 v042 c645 v200	1233	stan1288
2332	Bihari	night	rait	r ai t	799	rait	c151 d030 c118	1233	mait1250
2333	Oriya	night	rati	r a t i	799	rati	c151 v130 c118 v191	1233	oriy1255
2334	Oriya	night	ɔndʱarɔ	ɔ n d̤ a r ɔ	3496	ɔndharɔ	v067 c105 c117 v130 c151 v067	1233	oriy1255
2335	Urdu	night	ɾɑt̪	ɾ ɑ t̪	799	ɾɑt̪	c064 v089 c378	1233	urdu1245
2336	Urdu	nose	nɑk	n ɑ k	267	nɑk	c105 v089 c831	1221	urdu1245
2337	Armenian_Mod	nose	kʰitʰ	kʰ i tʰ	620	kʰitʰ	c813 v191 c136	1221	nucl1235
2338	Czech	nose	nos	n o s	267	nos	c105 v042 c087	1221	czec1258
2339	German	nose	naːzə	n aː z ə	267	'na:zə	c105 v137 c078 v155	1221	stan1295
2340	Italian	nose	naso	n a s o	267	'naso	c105 v130 c087 v042	1221	ital1282
2341	Swedish	nose	nɛːsa	n ɛː s a	267	ˈnɛːsa	c105 v225 c087 v130	1221	swed1254
2342	Danish	nose	nɛːsə	n ɛː s ə	267	ˈnε:sə	c105 v225 c087 v155	1221	dani1285
2343	Dutch_List	nose	nøs	n ø s	267	nøs	c105 v171 c087	1221	dutc1256
2344	English	nose	nəʊz	n əu z	267	nəʊz	c105 d029 c078	1221	stan1293
2345	French	nose	nɛ	n ɛ	267	nɛ	c105 v229	1221	stan1290
2346	Breton_ST	nose	friː	f r iː	1037	fri:	c447 c151 v183	1221	bret1244
2347	Greek_Mod	nose	miti	m i t i	1515	'miti	c239 v191 c118 v191	1221	mode1248
2348	Marathi	nose	nak	n a k	267	nak	c105 v130 c831	1221	mara1378
2349	Polish	nose	nɔs	n ɔ s	267	nɔs	c105 v067 c087	1221	poli1260
2350	Portuguese_ST	nose	nɐɾiʃ	n ɐ ɾ i ʃ	267	nɐˈɾiʃ	c105 v119 c064 v191 c677	1221	port1283
2351	Russian	nose	nos	n o s	267	nos	c105 v042 c087	1221	russ1263
2352	Spanish	nose	naɾiθ	n a ɾ i θ	267	na'ɾiθ	c105 v130 c064 v191 c413	1221	stan1288
2353	Catalan	nose	nas	n a s	267	nas	c105 v130 c087	1221	stan1289
2354	Bihari	nose	nak	n a k	267	nak	c105 v130 c831	1221	mait1250
2355	Oriya	nose	nakɔ	n a k ɔ	267	nakɔ	c105 v130 c831 v067	1221	oriy1255
2356	Urdu	not	nəhĩ	n ə h ĩ	89	nəhĩ	c105 v155 c401 v193	1240	urdu1245
2357	Armenian_Mod	not	voʧʰ	v o tʃʰ	621	voʧʰ, ʧʰ	c446 v042 c655	1240	nucl1235
2358	Czech	not	nɛ	n ɛ	89	nɛ	c105 v229	1240	czec1258
2359	German	not	nɪçt	n ɪ ç t	89	nɪçt	c105 v219 c577 c118	1240	stan1295
2360	Italian	not	nɔ	n ɔ	89	nɔ, non	c105 v067	1240	ital1282
2361	Swedish	not	ɪntɛ	ɪ n t ɛ	1321	ˈɪntɛ	v219 c105 c118 v229	1240	swed1254
2362	Breton_ST	not	ne...ked	n e k e d	89	ne...ke(d)	c105 v200 c831 v200 c143	1240	bret1244
2363	Catalan	not	no	n o	89	no	c105 v042	1240	stan1289
2364	Danish	not	eg̥ʰə	e g̥ʰ ə	1321	eg̥ʰə, eg̥ʰ	v200 c806 v155	1240	dani1285
2365	Dutch_List	not	nit	n i t	89	nit	c105 v191 c118	1240	dutc1256
2366	English	not	nɒt	n ɒ t	89	nɒt	c105 v052 c118	1240	stan1293
2367	French	not	nɔ̃	n ɔ̃	89	nɔ̃	c105 v066	1240	stan1290
2368	Greek_Mod	not	min	m i n	2357	mi(n)	c239 v191 c105	1240	mode1248
2369	Marathi	not	naɦiː	n a ɦ iː	89	'naɦi:, nə	c105 v130 c397 v183	1240	mara1378
2370	Polish	not	ɲɛ	ɲ ɛ	89	ɲɛ	c589 v229	1240	poli1260
2371	Portuguese_ST	not	nɐ̃uː	n ɐ̃ uː	89	nɐ̃ũ	c105 v120 v019	1240	port1283
2372	Russian	not	nʲe	nʲ e	89	nʲe	c099 v200	1240	russ1263
2373	Spanish	not	no	n o	89	no	c105 v042	1240	stan1288
2374	Bihari	not	nəi	n əi	89	nəi	c105 d035	1240	mait1250
2375	Oriya	not	nahĩ	n a h ĩ	89	nahĩ	c105 v130 c401 v193	1240	oriy1255
2376	Greek_Mod	not	ðe̞n	ð e̞ n	1516	ðe̞(n)	c415 v217 c105	1240	mode1248
2377	Armenian_Mod	old	hin	h i n	622	hin	c401 v191 c105	1229	nucl1235
2378	Czech	old	stariː	s t a r iː	1158	stariː	c087 c118 v130 c151 v183	1229	czec1258
2379	German	old	alt	a l t	268	alt	v130 c548 c118	1229	stan1295
2380	Italian	old	vekkjo	v e kː j o	913	'vekkjo	c446 v200 c825 c564 v042	1229	ital1282
2381	Swedish	old	gamal	g a m a l	1322	'gamal	c824 v130 c239 v130 c548	1229	swed1254
2382	Breton_ST	old	koːs	k oː s	1038	koːs	c831 v035 c087	1229	bret1244
2383	Catalan	old	bɛʎ	b ɛ ʎ	913	bɛʎ	c254 v229 c582	1229	stan1289
2384	Danish	old	g̥ɑməl	g̥ ɑ m ə l	1322	ˈg̥ɑməl	c817 v089 c239 v155 c548	1229	dani1285
2385	Dutch_List	old	ɑut	au t	268	ɑut	d026 c118	1229	dutc1256
2386	English	old	əʊld	əu l d	268	əʊld	d029 c548 c143	1229	stan1293
2387	French	old	vjø	v j ø	913	vjø	c446 c564 v171	1229	stan1290
2388	Greek_Mod	old	pale̞o̞s	p a l e̞ o̞ s	1517	paˌle̞ˈo̞s	c288 v130 c548 v217 v033 c087	1229	mode1248
2389	Marathi	old	mɦataɾa	m ɦ a t a ɾ a	3464	'mɦataɾa	c239 c397 v130 c118 v130 c064 v130	1229	mara1378
2390	Polish	old	starɨ	s t a r ɨ	1158	ˈstarɨ	c087 c118 v130 c151 v116	1229	poli1260
2391	Portuguese_ST	old	vɛʎu	v ɛ ʎ u	913	ˈvɛʎu	c446 v229 c582 v027	1229	port1283
2392	Russian	old	starɨj	s t a r ɨ j	1158	'starɨj	c087 c118 v130 c151 v116 c564	1229	russ1263
2393	Spanish	old	bjexo	b j e x o	913	'bjexo	c254 c564 v200 c772 v042	1229	stan1288
2394	Bihari	old	puran	p u r a n	2826	puran	c288 v027 c151 v130 c105	1229	mait1250
2395	Oriya	old	buɽha	b u ɽ h a	800	buṛha	c254 v027 c697 c401 v130	1229	oriy1255
2396	Oriya	old	puruɳa	p u r u ɳ a	2826	puruṇa	c288 v027 c151 v027 c705 v130	1229	oriy1255
2397	Urdu	old	buɽʰɑ	b u ɽʰ ɑ	800	buɽʰɑ	c254 v027 c696 v089	1229	urdu1245
2398	Marathi	old	dzuna	d z u n a	2825	dzu'na	c143 c078 v027 c105 v130	1229	mara1378
2399	Urdu	old	pʊɾɑnɑ	p ʊ ɾ ɑ n ɑ	2826	pʊɾɑnɑ	c288 v056 c064 v089 c105 v089	1229	urdu1245
2400	Catalan	old	ənsia	ə n s ia	3611	ənsi'a	v155 c105 c087 d054	1229	stan1289
2401	Urdu	one	ʔek	ʔ e k	91	ʔek	c405 v200 c831	1493	urdu1245
2402	Czech	one	jɛdɛn	j ɛ d ɛ n	91	jɛdɛn	c564 v229 c143 v229 c105	1493	czec1258
2403	German	one	ain	ai n	91	a‿in	d030 c105	1493	stan1295
2404	Italian	one	uno	u n o	91	'uno	v027 c105 v042	1493	ital1282
2405	Swedish	one	ɛn	ɛ n	91	ɛn	v229 c105	1493	swed1254
2406	Catalan	one	un	u n	91	un	v027 c105	1493	stan1289
2407	Danish	one	en	e n	91	en	v200 c105	1493	dani1285
2408	Dutch_List	one	en	e n	91	en	v200 c105	1493	dutc1256
2409	English	one	wʌn	w ʌ n	91	wʌn	c457 v097 c105	1493	stan1293
2410	French	one	œ̃	œ̃	91	œ̃	v175	1493	stan1290
2411	Greek_Mod	one	e̞na	e̞ n a	623	ˈe̞na	v217 c105 v130	1493	mode1248
2412	Marathi	one	ek	e k	91	ek	v200 c831	1493	mara1378
2413	Polish	one	jɛdɛn	j ɛ d ɛ n	91	ˈjɛdɛn	c564 v229 c143 v229 c105	1493	poli1260
2414	Portuguese_ST	one	uː	uː	91	ũ	v019	1493	port1283
2415	Russian	one	odin	o d i n	91	o'din	v042 c143 v191 c105	1493	russ1263
2416	Spanish	one	uno	u n o	91	'uno	v027 c105 v042	1493	stan1288
2417	Bihari	one	ek	e k	91	ek	v200 c831	1493	mait1250
2418	Oriya	one	ekɔ	e k ɔ	91	ekɔ	v200 c831 v067	1493	oriy1255
2419	Armenian_Mod	one	mɛk	m ɛ k	91	mɛk	c239 v229 c831	1493	nucl1235
2420	Urdu	other	d̪us.ɾɑ	d̪ u s ɾ ɑ	1669	ˈd̪us.ɾɑ	c367 v027 c087 c064 v089	197	urdu1245
2421	Armenian_Mod	other	uɾiʃ	u ɾ i ʃ	2828	uˈɾiʃ	v027 c064 v191 c677	197	nucl1235
2422	Czech	other	jɪniː	j ɪ n iː	2831	jɪniː	c564 v219 c105 v183	197	czec1258
2423	German	other	andɐ	a n d ɐ	269	'andɐ	v130 c105 c143 v119	197	stan1295
2424	Italian	other	altro	a l t r o	624	'altro	v130 c548 c118 c151 v042	197	ital1282
2425	Swedish	other	anan	a n a n	269	'anan, 'anat	v130 c105 v130 c105	197	swed1254
2426	Danish	other	anən	a n ə n	269	ˈanən	v130 c105 v155 c105	197	dani1285
2427	Dutch_List	other	ɑndər	ɑ n d ə r	269	'ɑndər	v089 c105 c143 v155 c151	197	dutc1256
2428	English	other	ʌðə	ʌ ð ə	269	'ʌðə	v097 c415 v155	197	stan1293
2429	French	other	otʀ	o t ʀ	624	otʀ	v042 c118 c761	197	stan1290
2430	Breton_ST	other	al	a l	624	al	v130 c548	197	bret1244
2431	Greek_Mod	other	alo̞s	a l o̞ s	624	ˈalo̞s	v130 c548 v033 c087	197	mode1248
2432	Marathi	other	dusɾa	d u s ɾ a	1669	dus'ɾa	c143 v027 c087 c064 v130	197	mara1378
2433	Portuguese_ST	other	ooutɾu	ou t ɾ u	624	ˈo(ou)tɾu	d006 c118 c064 v027	197	port1283
2434	Russian	other	drugoj	d r u g o j	1159	dru'goj	c143 c151 v027 c824 v042 c564	197	russ1263
2435	Spanish	other	otɾo	o t ɾ o	624	'otɾo	v042 c118 c064 v042	197	stan1288
2436	Bihari	other	dosər	d o s ə r	1669	dosər	c143 v042 c087 v155 c151	197	mait1250
2437	Oriya	other	au	au	3499	au	d026	197	oriy1255
2438	Oriya	other	ɔnyanyɔ	ɔ n y a n y ɔ	269	ɔnyanyɔ	v067 c105 v166 v130 c105 v166 v067	197	oriy1255
2439	Dutch_List	other	nɔχ#en	n ɔ χ _ e n	2831	nɔχ en	c105 v067 c742 m001 v200 c105	197	dutc1256
2440	Armenian_Mod	other	ɑɪ̯l	ai l	624	ɑɪ̯l	d030 c548	197	nucl1235
2441	Polish	other	druɡi	d r u g i	1159	ˈdruɡi	c143 c151 v027 c824 v191	197	poli1260
2442	Marathi	other	bakiːtse	b a k iː t s e	1611	ba'ki:tse	c254 v130 c831 v183 c118 c087 v200	197	mara1378
2443	Urdu	person	ʔɪnsɑn	ʔ ɪ n s ɑ n	2374	ʔɪnsɑn	c405 v219 c105 c087 v089 c105	683	urdu1245
2444	German	person	mɛnʃ	m ɛ n ʃ	93	mɛnʃ	c239 v229 c105 c677	683	stan1295
2445	Italian	person	persona	p e r s o n a	915	per'sona	c288 v200 c151 c087 v042 c105 v130	683	ital1282
2446	Swedish	person	pæʂuːn	p æ ʂ uː n	915	pæ'ʂu:n	c288 v198 c699 v019 c105	683	swed1254
2447	English	person	pɜːsən	p ɜː s ə n	915	'pɜ:sən	c288 v150 c087 v155 c105	683	stan1293
2448	Breton_ST	person	dẽːn	d ẽː n	1039	dẽ:n	c143 v207 c105	683	bret1244
2449	Danish	person	b̥ʰæɐ̯son	b̥ʰ æ ɐ̯ s o n	915	b̥ʰæɐ̯ˈson	c283 v198 v118 c087 v042 c105	683	dani1285
2450	Dutch_List	person	mɛns	m ɛ n s	93	mɛns	c239 v229 c105 c087	683	dutc1256
2451	French	person	pɛʀsɔn	p ɛ ʀ s ɔ n	915	pɛʀsɔn	c288 v229 c761 c087 v067 c105	683	stan1290
2452	Greek_Mod	person	an̪θro̞po̞s	a n̪ θ r o̞ p o̞ s	2373	ˈan̪θro̞ˌpo̞s	v130 c364 c413 c151 v033 c288 v033 c087	683	mode1248
2453	Marathi	person	maɳuːs	m a ɳ uː s	93	maɳu:s, manu:ʂjə	c239 v130 c705 v019 c087	683	mara1378
2454	Russian	person	ʧelovʲek	tʃ e l o vʲ e k	2369	tʃelo'vʲek	c645 v200 c548 v042 c429 v200 c831	683	russ1263
2455	Bihari	person	byekti	b y e k t i	3475	byekti	c254 v166 v200 c831 c118 v191	683	mait1250
2456	Bihari	person	admi	a d m i	3476	admi	v130 c143 c239 v191	683	mait1250
2457	Oriya	person	lokɔ	l o k ɔ	2372	lokɔ	c548 v042 c831 v067	683	oriy1255
2458	Oriya	person	byɔkti	b y ɔ k t i	3503	byɔkti	c254 v166 v067 c831 c118 v191	683	oriy1255
2459	Oriya	person	mɔɳisɔ	m ɔ ɳ i s ɔ	93	mɔṇisɔ	c239 v067 c705 v191 c087 v067	683	oriy1255
2460	Spanish	person	ombɾe	o m b ɾ e	1039	'ombɾe	v042 c239 c254 c064 v200	683	stan1288
2461	Catalan	person	pəɾsonə	p ə ɾ s o n ə	915	pəɾˈsonə	c288 v155 c064 c087 v042 c105 v155	683	stan1289
2462	Armenian_Mod	play	χɑʁɑl	χ ɑ ʁ ɑ l	626	χɑˈʁɑl	c742 v089 c733 v089 c548	1413	nucl1235
2463	Czech	play	ɦraːt	ɦ r aː t	1161	ɦraːt	c397 c151 v137 c118	1413	czec1258
2464	German	play	ʃpiːlən	ʃ p iː l ə n	270	'ʃpi:lən	c677 c288 v183 c548 v155 c105	1413	stan1295
2465	Italian	play	dʒokare	d ʒ o k a r e	916	dʒo'kare	c143 c679 v042 c831 v130 c151 v200	1413	ital1282
2466	Swedish	play	speːla	s p eː l a	270	'spe:la	c087 c288 v202 c548 v130	1413	swed1254
2467	Breton_ST	play	xwaːri	x w aː r i	1040	'xwa:ri	c772 c457 v137 c151 v191	1413	bret1244
2468	Danish	play	lɑjə	l ɑ j ə	2833	ˈlɑjə	c548 v089 c564 v155	1413	dani1285
2469	Dutch_List	play	spelən	s p e l ə n	270	'spelə(n)	c087 c288 v200 c548 v155 c105	1413	dutc1256
2470	English	play	pleɪ	p l eɪ	1354	pleɪ	c288 c548 d048	1413	stan1293
2471	French	play	ʒwe	ʒ w e	916	ʒwe	c679 c457 v200	1413	stan1290
2472	Greek_Mod	play	pe̞zo̞	p e̞ z o̞	1519	ˈpe̞zo̞	c288 v217 c078 v033	1413	mode1248
2473	Marathi	play	kʰeɭɳe	kʰ e ɭ ɳ e	802	'kʰeɭɳe	c813 v200 c702 c705 v200	1413	mara1378
2474	Portuguese_ST	play	ʒuɡaɾ	ʒ u g a ɾ	916	ʒuˈɡaɾ	c679 v027 c824 v130 c064	1413	port1283
2475	Russian	play	igratʲ	i g r a tʲ	1161	i'gratʲ	v191 c824 c151 v130 c113	1413	russ1263
2476	Spanish	play	xuɣaɾ	x u ɣ a ɾ	916	xu'ɣaɾ	c772 v027 c774 v130 c064	1413	stan1288
2477	Urdu	play	bəʤɑnə	b ə dʒ ɑ n ə	802	bəʤɑnə, kʰelnə	c254 v155 c649 v089 c105 v155	1413	urdu1245
2478	Bihari	play	kʰeləb	kʰ e l ə b	802	kheləb	c813 v200 c548 v155 c254	1413	mait1250
2479	Oriya	play	kʰeɭ	kʰ e ɭ	802	kheḷ-	c813 v200 c702	1413	oriy1255
2480	Polish	play	bavʲiʨ#ɕɛ	b a vʲ i tɕ _ ɕ ɛ	2832	ˈbavʲiʨ ɕɛ	c254 v130 c429 v191 c198 m001 c202 v229	1413	poli1260
2481	Swedish	play	leːka	l eː k a	2833	'le:ka	c548 v202 c831 v130	1413	swed1254
2482	Portuguese_ST	play	bɾĩkaɾ	b ɾ ĩ k a ɾ	3662	bɾĩˈkaɾ	c254 c064 v193 c831 v130 c064	1413	port1283
2483	Catalan	play	ʒuɣa	ʒ u ɣ a	916	ʒu'ɣa	c679 v027 c774 v130	1413	stan1289
2484	Armenian_Mod	pull	kʰɑʃɛl	kʰ ɑ ʃ ɛ l	627	kʰɑˈʃɛl	c813 v089 c677 v229 c548	1455	nucl1235
2485	Czech	pull	taːɦnoʊ̯t	t aː ɦ n ou t	2837	taːɦnoʊ̯t	c118 v137 c397 c105 d006 c118	1455	czec1258
2486	Catalan	pull	tɾɛuwɾə	t ɾ ɛu w ɾ ə	1267	'tɾɛuwɾə	c118 c064 d053 c457 c064 v155	1455	stan1289
2487	German	pull	t͜siːən	ts iː ə n	1372	't͜si:ən	c015 v183 v155 c105	1455	stan1295
2488	Italian	pull	tirare	t i r a r e	1267	ti'rare	c118 v191 c151 v130 c151 v200	1455	ital1282
2489	Swedish	pull	drɑː	d r ɑː	2839	drɑ:	c143 c151 v091	1455	swed1254
2490	Russian	pull	tʲanutʲ	tʲ a n u tʲ	2837	'tʲanutʲ	c113 v130 c105 v027 c113	1455	russ1263
2491	Breton_ST	pull	saʃã	s a ʃ ã	1095	'saʃã	c087 v130 c677 v147	1455	bret1244
2492	Danish	pull	d̥ʰʁag̥ʰə	d̥ʰ ʁ a g̥ʰ ə	271	d̥ʰʁag̥ʰə	c116 c733 v130 c806 v155	1455	dani1285
2493	Dutch_List	pull	trɛkən	t r ɛ k ə n	271	'trɛkə(n)	c118 c151 v229 c831 v155 c105	1455	dutc1256
2494	English	pull	pʊl	p ʊ l	3465	pʊl	c288 v056 c548	1455	stan1293
2495	French	pull	tiʀe	t i ʀ e	1267	tiʀe	c118 v191 c761 v200	1455	stan1290
2496	Greek_Mod	pull	travo̞	t r a v o̞	2834	traˈvo̞	c118 c151 v130 c446 v033	1455	mode1248
2497	Marathi	pull	oɖʰɳe	o ɖʰ ɳ e	1949	'oɖʰɳe	v042 c710 c705 v200	1455	mara1378
2498	Polish	pull	ʨɔ̃ɡnɔ̃ʨ	tɕ ɔ̃ g n ɔ̃ tɕ	2837	ˈʨɔ̃ɡnɔ̃ʨ	c198 v066 c824 c105 v066 c198	1455	poli1260
2499	Portuguese_ST	pull	puʃaɾ	p u ʃ a ɾ	917	puˈʃaɾ	c288 v027 c677 v130 c064	1455	port1283
2500	Spanish	pull	tiɾaɾ	t i ɾ a ɾ	1267	ti'ɾaɾ	c118 v191 c064 v130 c064	1455	stan1288
2501	Urdu	pull	kʰenʧnə	kʰ e n tʃ n ə	803	kʰenʧnə	c813 v200 c105 c645 c105 v155	1455	urdu1245
2502	Bihari	pull	kʰicəb	kʰ i c ə b	803	khicəb	c813 v191 c600 v155 c254	1455	mait1250
2503	Oriya	pull	ʈaɳ	ʈ a ɳ	2834	ṭaṇ-	c711 v130 c705	1455	oriy1255
2504	Spanish	pull	xalaɾ	x a l a ɾ	3642	xa'laɾ	c772 v130 c548 v130 c064	1455	stan1288
2505	Armenian_Mod	pull	ʣəkʰɛl	dz ə kʰ ɛ l	3653	ʣəˈkʰɛl	c020 v155 c813 v229 c548	1455	nucl1235
2506	Swedish	pull	ryka	r y k a	2839	'ryka	c151 v166 c831 v130	1455	swed1254
2507	Catalan	pull	əstiɾa	ə s t i ɾ a	1267	əsti'ɾa	v155 c087 c118 v191 c064 v130	1455	stan1289
2508	Armenian_Mod	push	həɾɛl	h ə ɾ ɛ l	628	həˈɾɛl	c401 v155 c064 v229 c548	1452	nucl1235
2509	Catalan	push	əmpɛɲə	ə m p ɛ ɲ ə	1268	əm'pɛɲə	v155 c239 c288 v229 c589 v155	1452	stan1289
2510	German	push	ʃtoːsn̩	ʃ t oː s n̩	2842	'ʃto:sn̩	c677 c118 v035 c087 c095	1452	stan1295
2511	Italian	push	spindʒere	s p i n d ʒ e r e	1771	'spindʒere	c087 c288 v191 c105 c143 c679 v200 c151 v200	1452	ital1282
2512	Swedish	push	ʃʉːta	ʃ ʉː t a	452	'ʃʉ:ta	c677 v100 c118 v130	1452	swed1254
2513	Greek_Mod	push	spro̞xno̞	s p r o̞ x n o̞	2843	ˈspro̞xno̞	c087 c288 c151 v033 c772 c105 v033	1452	mode1248
2514	Marathi	push	dʱəkəlɳe	d̤ ə k ə l ɳ e	804	dʱəkəl'ɳe	c117 v155 c831 v155 c548 c705 v200	1452	mara1378
2515	Breton_ST	push	bũntã	b ũ n t ã	1042	'bũntã	c254 v025 c105 c118 v147	1452	bret1244
2516	Polish	push	pxaʨ	p x a tɕ	1237	pxaʨ	c288 c772 v130 c198	1452	poli1260
2517	Portuguese_ST	push	ẽpuʀaɾ	ẽ p u ʀ a ɾ	918	ẽpuˈʀaɾ	v201 c288 v027 c761 v130 c064	1452	port1283
2518	Russian	push	tolkatʲ	t o l k a tʲ	1205	tol'katʲ	c118 v042 c548 c831 v130 c113	1452	russ1263
2519	Spanish	push	empuxaɾ	e m p u x a ɾ	1399	empu'xaɾ	v200 c239 c288 v027 c772 v130 c064	1452	stan1288
2520	Danish	push	sd̥øːðə	s d̥ øː ð ə	2842	ˈsd̥ø:ðə	c087 c107 v169 c415 v155	1452	dani1285
2521	Dutch_List	push	sχœyvən	s χ œi v ə n	1339	'sχœyvə(n)	c087 c742 d042 c446 v155 c105	1452	dutc1256
2522	English	push	pʊʃ	p ʊ ʃ	1399	pʊʃ	c288 v056 c677	1452	stan1293
2523	French	push	puse	p u s e	1399	puse	c288 v027 c087 v200	1452	stan1290
2524	Urdu	push	d̪ʰəkelnə	d̪ʰ ə k e l n ə	804	d̪ʰəkelnə	c377 v155 c831 v200 c548 c105 v155	1452	urdu1245
2525	Bihari	push	dʱəkləb	d̤ ə k l ə b	804	dhəkləb	c117 v155 c831 c548 v155 c254	1452	mait1250
2526	Oriya	push	dʱɔka#deba	d̤ ɔ k a _ d e b a	804	dhɔka deba	c117 v067 c831 v130 m001 c143 v200 c254 v130	1452	oriy1255
2527	Oriya	push	ʈʰeliba	ʈʰ e l i b a	2846	ṭheliba	c719 v200 c548 v191 c254 v130	1452	oriy1255
2528	Dutch_List	push	dywən	d y w ə n	2842	'dywə(n)	c143 v166 c457 v155 c105	1452	dutc1256
2529	Swedish	push	støːta	s t øː t a	2842	'stø:ta	c087 c118 v169 c118 v130	1452	swed1254
2530	Czech	push	tlaʧɪt	t l a tʃ ɪ t	1205	tlatʃɪt	c118 c548 v130 c645 v219 c118	1452	czec1258
2531	Armenian_Mod	rain	ɑnʣɾɛv	ɑ n dz ɾ ɛ v	629	ɑnʣˈɾɛv	v089 c105 c020 c064 v229 c446	2108	nucl1235
2532	German	rain	reːgnən	r eː g n ə n	273	're:gnən	c151 v202 c824 c105 v155 c105	2108	stan1295
2533	Italian	rain	pjɔvere	p j ɔ v e r e	919	'pjɔvere	c288 c564 v067 c446 v200 c151 v200	2108	ital1282
2534	Swedish	rain	rɛŋn	r ɛ ŋ n	273	rɛŋn	c151 v229 c795 c105	2108	swed1254
2535	Catalan	rain	plɔuwɾə	p l ɔu w ɾ ə	919	'plɔuwɾə	c288 c548 d009 c457 c064 v155	2108	stan1289
2536	Breton_ST	rain	glaw	g l a w	1043	glaw	c824 c548 v130 c457	2108	bret1244
