ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
545	Middle Lozva Mansi	fly	tɨːli	t ɨː l i	65	c118 v109 c548 v191	1441	mans1258
546	Lower Lozva Mansi	fly	tiːli	t iː l i	65	c118 v183 c548 v191	1441	
547	Pelymka Mansi	fly	təɨli	t əi l i	65	c118 d035 c548 v191	1441	mans1258
548	Konda Mansi	fly	təɨli	t əi l i	65	c118 d035 c548 v191	1441	khan1273
549	Tavda Mansi	fly	tæulænt	t ɛu l æ n t	65	c118 d053 c548 v198 c105 c118	1441	mans1258
550	Vakh Khanty	fly	leɣəl	l e ɣ ə l	65	c548 v200 c774 v155 c548	1441	khan1273
551	Tremjugan Khanty	fly	ɬeɣəɬ	ɬ e ɣ ə ɬ	65	c534 v200 c774 v155 c534	1441	mans1258
552	Jugan Khanty	fly	ɬeɣəɬ	ɬ e ɣ ə ɬ	65	c534 v200 c774 v155 c534	1441	khan1273
553	Upper Demjanka Khanty	fly	teɣət	t e ɣ ə t	65	c118 v200 c774 v155 c118	1441	khan1273
554	Konda Khanty	fly	teɣət	t e ɣ ə t	65	c118 v200 c774 v155 c118	1441	khan1273
555	Sherkaly Khanty	fly	jaŋχ	j a ŋ χ	66	c564 v130 c795 c742	1441	khan1273
556	Kazym Khanty	fly	jaŋ	j a ŋ	66	c564 v130 c795	1441	khan1273
557	Synja Khanty	fly	jaŋχ	j a ŋ χ	66	c564 v130 c795 c742	1441	khan1273
558	North Mansi	foot	laɣɨl	l a ɣ ɨ l	68	c548 v130 c774 v116 c548	1301	mans1258
559	Middle Lozva Mansi	foot	ləl	l ə l	68	c548 v155 c548	1301	mans1258
560	Lower Lozva Mansi	foot	ləl	l ə l	68	c548 v155 c548	1301	
561	Pelymka Mansi	foot	ləl	l ə l	68	c548 v155 c548	1301	mans1258
562	Konda Mansi	foot	ləl	l ə l	68	c548 v155 c548	1301	khan1273
563	Tavda Mansi	foot	laəl	l a ə l	68	c548 v130 v155 c548	1301	mans1258
564	Vakh Khanty	foot	kœr	k œ r	67	c831 v178 c151	1301	khan1273
565	Verkhne-Kalymsk Khanty	foot	kœr	k œ r	67	c831 v178 c151	1301	khan1273
566	Vasjugan Khanty	foot	kœr	k œ r	67	c831 v178 c151	1301	khan1273
567	Tremjugan Khanty	foot	kœr	k œ r	67	c831 v178 c151	1301	mans1258
568	Jugan Khanty	foot	kœr	k œ r	67	c831 v178 c151	1301	khan1273
569	Upper Demjanka Khanty	foot	kor	k o r	67	c831 v042 c151	1301	khan1273
570	Konda Khanty	foot	kor	k o r	67	c831 v042 c151	1301	khan1273
571	Nizjam Khanty	foot	kur	k u r	67	c831 v027 c151	1301	khan1273
572	Sherkaly Khanty	foot	kur	k u r	67	c831 v027 c151	1301	khan1273
573	Kazym Khanty	foot	kur	k u r	67	c831 v027 c151	1301	khan1273
574	Synja Khanty	foot	kur	k u r	67	c831 v027 c151	1301	khan1273
575	Obdorsk Khanty	foot	kuːr	k uː r	67	c831 v019 c151	1301	khan1273
576	North Mansi	full	taɣɨl	t a ɣ ɨ l	69	c118 v130 c774 v116 c548	1429	mans1258
577	Middle Lozva Mansi	full	taɨl	t a ɨ l	69	c118 v130 v116 c548	1429	mans1258
578	Lower Lozva Mansi	full	taɨl	t a ɨ l	69	c118 v130 v116 c548	1429	
579	Pelymka Mansi	full	tæɣɨl	t æ ɣ ɨ l	69	c118 v198 c774 v116 c548	1429	mans1258
580	Konda Mansi	full	taɣɨl	t a ɣ ɨ l	69	c118 v130 c774 v116 c548	1429	khan1273
581	Tavda Mansi	full	tæul	t ɛu l	69	c118 d053 c548	1429	mans1258
582	Vakh Khanty	full	teːlɣæːl	t eː l ɣ æː l	69	c118 v202 c548 c774 v199 c548	1429	khan1273
583	Verkhne-Kalymsk Khanty	full	teːl	t eː l	69	c118 v202 c548	1429	khan1273
584	Vasjugan Khanty	full	teːl	t eː l	69	c118 v202 c548	1429	khan1273
585	Likrisovskoje Khanty	full	tæθ	t æ θ	69	c118 v198 c413	1429	khan1273
586	Malyj Jugan Khanty	full	tæɬ	t æ ɬ	69	c118 v198 c534	1429	khan1273
587	Tremjugan Khanty	full	tæɬ	t æ ɬ	69	c118 v198 c534	1429	mans1258
588	Jugan Khanty	full	tæɬəɬ	t æ ɬ ə ɬ	69	c118 v198 c534 v155 c534	1429	khan1273
589	Upper Demjanka Khanty	full	teːt	t eː t	69	c118 v202 c118	1429	khan1273
590	Konda Khanty	full	teːt	t eː t	69	c118 v202 c118	1429	khan1273
591	Nizjam Khanty	full	teːt	t eː t	69	c118 v202 c118	1429	khan1273
592	Sherkaly Khanty	full	teːt	t eː t	69	c118 v202 c118	1429	khan1273
593	Kazym Khanty	full	tɛːɬ	t ɛː ɬ	69	c118 v225 c534	1429	khan1273
594	Synja Khanty	full	teːl	t eː l	69	c118 v202 c548	1429	khan1273
595	Obdorsk Khanty	full	teːl	t eː l	69	c118 v202 c548	1429	khan1273
596	North Mansi	give	mɨːɣ	m ɨː ɣ	70	c239 v109 c774	1447	mans1258
597	Middle Lozva Mansi	give	mij	m i j	70	c239 v191 c564	1447	mans1258
598	Lower Lozva Mansi	give	miː	m iː	70	c239 v183	1447	
599	Pelymka Mansi	give	mæji	m æ j i	70	c239 v198 c564 v191	1447	mans1258
600	Konda Mansi	give	məɨɣ	m əi ɣ	70	c239 d035 c774	1447	khan1273
601	Tavda Mansi	give	mæjænt	m æ j æ n t	70	c239 v198 c564 v198 c105 c118	1447	mans1258
602	Vakh Khanty	give	me	m e	70	c239 v200	1447	khan1273
603	Vasjugan Khanty	give	me	m e	70	c239 v200	1447	khan1273
604	Tremjugan Khanty	give	me	m e	70	c239 v200	1447	mans1258
605	Jugan Khanty	give	me	m e	70	c239 v200	1447	khan1273
606	Upper Demjanka Khanty	give	me	m e	70	c239 v200	1447	khan1273
607	Konda Khanty	give	me	m e	70	c239 v200	1447	khan1273
608	Nizjam Khanty	give	ma	m a	70	c239 v130	1447	khan1273
609	Sherkaly Khanty	give	ma	m a	70	c239 v130	1447	khan1273
610	Kazym Khanty	give	ma	m a	70	c239 v130	1447	khan1273
611	Synja Khanty	give	ma	m a	70	c239 v130	1447	khan1273
612	Obdorsk Khanty	give	mæ	m æ	70	c239 v198	1447	khan1273
613	North Mansi	good	jɔməs	j ɔ m ə s	71	c564 v067 c239 v155 c087	1035	mans1258
614	Middle Lozva Mansi	good	jæməs	j æ m ə s	71	c564 v198 c239 v155 c087	1035	mans1258
615	Lower Lozva Mansi	good	jæməs	j æ m ə s	71	c564 v198 c239 v155 c087	1035	
616	Pelymka Mansi	good	jɔməs	j ɔ m ə s	71	c564 v067 c239 v155 c087	1035	mans1258
617	Konda Mansi	good	jɔməs	j ɔ m ə s	71	c564 v067 c239 v155 c087	1035	khan1273
618	Tavda Mansi	good	jumɔs	j u m ɔ s	71	c564 v027 c239 v067 c087	1035	mans1258
619	Vakh Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
620	Verkhne-Kalymsk Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
621	Vasjugan Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
622	Vartovskoje Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
623	Likrisovskoje Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
624	Malyj Jugan Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
625	Tremjugan Khanty	good	jem	j e m	71	c564 v200 c239	1035	mans1258
626	Jugan Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
627	Upper Demjanka Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
628	Konda Khanty	good	jem	j e m	71	c564 v200 c239	1035	khan1273
629	Nizjam Khanty	good	jam	j a m	71	c564 v130 c239	1035	khan1273
630	Sherkaly Khanty	good	jam	j a m	71	c564 v130 c239	1035	khan1273
631	Kazym Khanty	good	jam	j a m	71	c564 v130 c239	1035	khan1273
632	Synja Khanty	good	jam	j a m	71	c564 v130 c239	1035	khan1273
633	Obdorsk Khanty	good	jiːm	j iː m	71	c564 v183 c239	1035	khan1273
634	North Mansi	green	ɲaːrpum	ɲ aː r p u m	72	c589 v137 c151 c288 v027 c239	1425	mans1258
635	Middle Lozva Mansi	green	ɲoɔrpum	ɲ o r p u m	72	c589 v042 c151 c288 v027 c239	1425	mans1258
636	Pelymka Mansi	green	ɲɔːrpum	ɲ ɔː r p u m	72	c589 v065 c151 c288 v027 c239	1425	mans1258
637	Konda Mansi	green	ɲoɔrpom	ɲ o r p o m	72	c589 v042 c151 c288 v042 c239	1425	khan1273
638	Tavda Mansi	green	ɲærqɔr	ɲ æ r q ɔ r	72	c589 v198 c151 c751 v067 c151	1425	mans1258
639	Tremjugan Khanty	green	wastə	w a s t ə	73	c457 v130 c087 c118 v155	1425	mans1258
640	Jugan Khanty	green	wastə	w a s t ə	73	c457 v130 c087 c118 v155	1425	khan1273
641	Upper Demjanka Khanty	green	wastə	w a s t ə	73	c457 v130 c087 c118 v155	1425	khan1273
642	Konda Khanty	green	wastə	w a s t ə	73	c457 v130 c087 c118 v155	1425	khan1273
643	Nizjam Khanty	green	wostə	w o s t ə	73	c457 v042 c087 c118 v155	1425	khan1273
644	Sherkaly Khanty	green	wostə	w o s t ə	73	c457 v042 c087 c118 v155	1425	khan1273
645	Kazym Khanty	green	wostiː	w o s t iː	73	c457 v042 c087 c118 v183	1425	khan1273
646	Synja Khanty	green	wostiː	w o s t iː	73	c457 v042 c087 c118 v183	1425	khan1273
647	Obdorsk Khanty	green	wastiː	w a s t iː	73	c457 v130 c087 c118 v183	1425	khan1273
648	North Mansi	hair	aːt	aː t	74	v137 c118	1040	mans1258
649	Middle Lozva Mansi	hair	əːt	əː t	74	v004 c118	1040	mans1258
650	Lower Lozva Mansi	hair	əːt	əː t	74	v004 c118	1040	
651	Pelymka Mansi	hair	əːt	əː t	74	v004 c118	1040	mans1258
652	Konda Mansi	hair	əːt	əː t	74	v004 c118	1040	khan1273
653	Tavda Mansi	hair	æːt	æː t	74	v199 c118	1040	mans1258
654	Vakh Khanty	hair	aːwət	aː w ə t	74	v137 c457 v155 c118	1040	khan1273
655	Verkhne-Kalymsk Khanty	hair	aːwət	aː w ə t	74	v137 c457 v155 c118	1040	khan1273
656	Vasjugan Khanty	hair	aːwət	aː w ə t	74	v137 c457 v155 c118	1040	khan1273
657	Vartovskoje Khanty	hair	aːwət	aː w ə t	74	v137 c457 v155 c118	1040	khan1273
658	Likrisovskoje Khanty	hair	oːpət	oː p ə t	74	v035 c288 v155 c118	1040	khan1273
659	Malyj Jugan Khanty	hair	oːpət	oː p ə t	74	v035 c288 v155 c118	1040	khan1273
660	Tremjugan Khanty	hair	oːpət	oː p ə t	74	v035 c288 v155 c118	1040	mans1258
661	Jugan Khanty	hair	oːpət	oː p ə t	74	v035 c288 v155 c118	1040	khan1273
662	Upper Demjanka Khanty	hair	uːpət	uː p ə t	74	v019 c288 v155 c118	1040	khan1273
663	Konda Khanty	hair	uːpət	uː p ə t	74	v019 c288 v155 c118	1040	khan1273
664	Nizjam Khanty	hair	uːpət	uː p ə t	74	v019 c288 v155 c118	1040	khan1273
665	Sherkaly Khanty	hair	uːpət	uː p ə t	74	v019 c288 v155 c118	1040	khan1273
666	Kazym Khanty	hair	ɵːpət	ɵː p ə t	74	v105 c288 v155 c118	1040	khan1273
667	Synja Khanty	hair	uːpət	uː p ə t	74	v019 c288 v155 c118	1040	khan1273
668	Obdorsk Khanty	hair	oːpət	oː p ə t	74	v035 c288 v155 c118	1040	khan1273
669	North Mansi	hand	kaːt	k aː t	75	c831 v137 c118	1277	mans1258
670	Middle Lozva Mansi	hand	koɔt	k o t	75	c831 v042 c118	1277	mans1258
671	Lower Lozva Mansi	hand	kɔːt	k ɔː t	75	c831 v065 c118	1277	
672	Pelymka Mansi	hand	koɔt	k o t	75	c831 v042 c118	1277	mans1258
673	Konda Mansi	hand	koæt	k o æ t	75	c831 v042 v198 c118	1277	khan1273
674	Tavda Mansi	hand	kæːt	k æː t	75	c831 v199 c118	1277	mans1258
675	Vakh Khanty	hand	kœːt	k œː t	75	c831 v176 c118	1277	khan1273
676	Verkhne-Kalymsk Khanty	hand	kœːt	k œː t	75	c831 v176 c118	1277	khan1273
677	Vasjugan Khanty	hand	kœːt	k œː t	75	c831 v176 c118	1277	khan1273
678	Vartovskoje Khanty	hand	kœt	k œ t	75	c831 v178 c118	1277	khan1273
679	Likrisovskoje Khanty	hand	kœt	k œ t	75	c831 v178 c118	1277	khan1273
680	Malyj Jugan Khanty	hand	kœt	k œ t	75	c831 v178 c118	1277	khan1273
681	Tremjugan Khanty	hand	kœt	k œ t	75	c831 v178 c118	1277	mans1258
682	Jugan Khanty	hand	kœt	k œ t	75	c831 v178 c118	1277	khan1273
683	Upper Demjanka Khanty	hand	keːt	k eː t	75	c831 v202 c118	1277	khan1273
684	Konda Khanty	hand	keːt	k eː t	75	c831 v202 c118	1277	khan1273
685	Nizjam Khanty	hand	jɔːʃ	j ɔː ʃ	76	c564 v065 c677	1277	khan1273
686	Sherkaly Khanty	hand	jɔːʃ	j ɔː ʃ	76	c564 v065 c677	1277	khan1273
687	Kazym Khanty	hand	jɔːʃ	j ɔː ʃ	76	c564 v065 c677	1277	khan1273
688	Synja Khanty	hand	jɔːʃ	j ɔː ʃ	76	c564 v065 c677	1277	khan1273
689	Obdorsk Khanty	hand	jaːs	j aː s	76	c564 v137 c087	1277	khan1273
690	North Mansi	head	puŋk	p u ŋ k	77	c288 v027 c795 c831	1256	mans1258
691	Middle Lozva Mansi	head	pəŋk	p ə ŋ k	77	c288 v155 c795 c831	1256	mans1258
692	Lower Lozva Mansi	head	pəŋk	p ə ŋ k	77	c288 v155 c795 c831	1256	
693	Pelymka Mansi	head	pəŋk	p ə ŋ k	77	c288 v155 c795 c831	1256	mans1258
694	Konda Mansi	head	pæŋk	p æ ŋ k	77	c288 v198 c795 c831	1256	khan1273
695	Tavda Mansi	head	pəŋ	p ə ŋ	77	c288 v155 c795	1256	mans1258
696	Vakh Khanty	head	ɔːɣ	ɔː ɣ	78	v065 c774	1256	khan1273
697	Verkhne-Kalymsk Khanty	head	oːɣ	oː ɣ	78	v035 c774	1256	khan1273
698	Vasjugan Khanty	head	ɔːɣ	ɔː ɣ	78	v065 c774	1256	khan1273
699	Vartovskoje Khanty	head	oːɣ	oː ɣ	78	v035 c774	1256	khan1273
700	Malyj Jugan Khanty	head	oːɣʷ	oː ɣʷ	78	v035 c782	1256	khan1273
701	Tremjugan Khanty	head	oːɣʷ	oː ɣʷ	78	v035 c782	1256	mans1258
702	Jugan Khanty	head	oːw	oː w	78	v035 c457	1256	khan1273
703	Upper Demjanka Khanty	head	uːχ	uː χ	78	v019 c742	1256	khan1273
704	Konda Khanty	head	uːχ	uː χ	78	v019 c742	1256	khan1273
705	Nizjam Khanty	head	uːχ	uː χ	78	v019 c742	1256	khan1273
706	Sherkaly Khanty	head	uːχ	uː χ	78	v019 c742	1256	khan1273
707	Kazym Khanty	head	oχ	o χ	78	v042 c742	1256	khan1273
708	Synja Khanty	head	oχ	o χ	78	v042 c742	1256	khan1273
709	Obdorsk Khanty	head	oχ	o χ	78	v042 c742	1256	khan1273
710	North Mansi	hear	χɔːli	χ ɔː l i	79	c742 v065 c548 v191	1408	mans1258
711	Middle Lozva Mansi	hear	qʷoli	qʷ o l i	79	c754 v042 c548 v191	1408	mans1258
712	Lower Lozva Mansi	hear	qoːli	q oː l i	79	c751 v035 c548 v191	1408	
713	Pelymka Mansi	hear	qoːli	q oː l i	79	c751 v035 c548 v191	1408	mans1258
714	Konda Mansi	hear	qoːli	q oː l i	79	c751 v035 c548 v191	1408	khan1273
715	Tavda Mansi	hear	qɔlɔnt	q ɔ l ɔ n t	79	c751 v067 c548 v067 c105 c118	1408	mans1258
716	Vakh Khanty	hear	kɔːl	k ɔː l	79	c831 v065 c548	1408	khan1273
717	Verkhne-Kalymsk Khanty	hear	koːl	k oː l	79	c831 v035 c548	1408	khan1273
718	Vasjugan Khanty	hear	kɔːl	k ɔː l	79	c831 v065 c548	1408	khan1273
719	Vartovskoje Khanty	hear	koːɬ	k oː ɬ	79	c831 v035 c534	1408	khan1273
720	Likrisovskoje Khanty	hear	koːθ	k oː θ	79	c831 v035 c413	1408	khan1273
721	Malyj Jugan Khanty	hear	koːɬ	k oː ɬ	79	c831 v035 c534	1408	khan1273
722	Tremjugan Khanty	hear	koːɬ	k oː ɬ	79	c831 v035 c534	1408	mans1258
723	Jugan Khanty	hear	koːɬ	k oː ɬ	79	c831 v035 c534	1408	khan1273
724	Upper Demjanka Khanty	hear	χuːt	χ uː t	79	c742 v019 c118	1408	khan1273
725	Konda Khanty	hear	χuːt	χ uː t	79	c742 v019 c118	1408	khan1273
726	Nizjam Khanty	hear	χuːt	χ uː t	79	c742 v019 c118	1408	khan1273
727	Sherkaly Khanty	hear	χuːt	χ uː t	79	c742 v019 c118	1408	khan1273
728	Kazym Khanty	hear	χɵːɬ	χ ɵː ɬ	79	c742 v105 c534	1408	khan1273
729	Synja Khanty	hear	χuːl	χ uː l	79	c742 v019 c548	1408	khan1273
730	Obdorsk Khanty	hear	χoːl	χ oː l	79	c742 v035 c548	1408	khan1273
731	North Mansi	heart	sim	s i m	80	c087 v191 c239	1223	mans1258
732	Middle Lozva Mansi	heart	ʃim	ʃ i m	80	c677 v191 c239	1223	mans1258
733	Lower Lozva Mansi	heart	ʃim	ʃ i m	80	c677 v191 c239	1223	
734	Pelymka Mansi	heart	ʃim	ʃ i m	80	c677 v191 c239	1223	mans1258
735	Konda Mansi	heart	səm	s ə m	80	c087 v155 c239	1223	khan1273
736	Tavda Mansi	heart	ʃɔm	ʃ ɔ m	80	c677 v067 c239	1223	mans1258
737	Vakh Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
738	Verkhne-Kalymsk Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
739	Vasjugan Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
740	Vartovskoje Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
741	Likrisovskoje Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
742	Malyj Jugan Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
743	Tremjugan Khanty	heart	sem	s e m	80	c087 v200 c239	1223	mans1258
744	Jugan Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
745	Upper Demjanka Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
746	Konda Khanty	heart	sem	s e m	80	c087 v200 c239	1223	khan1273
747	Nizjam Khanty	heart	sam	s a m	80	c087 v130 c239	1223	khan1273
748	Sherkaly Khanty	heart	sam	s a m	80	c087 v130 c239	1223	khan1273
749	Kazym Khanty	heart	sam	s a m	80	c087 v130 c239	1223	khan1273
750	Synja Khanty	heart	sam	s a m	80	c087 v130 c239	1223	khan1273
751	Obdorsk Khanty	heart	sæm	s æ m	80	c087 v198 c239	1223	khan1273
1876	North Mansi	heavy	taːrwitəŋ	t aː r w i t ə ŋ	210	c118 v137 c151 c457 v191 c118 v155 c795	1210	mans1258
1877	Middle Lozva Mansi	heavy	taːrytʲəŋ	t aː r y tʲ ə ŋ	210	c118 v137 c151 v166 c113 v155 c795	1210	mans1258
1878	Pelymka Mansi	heavy	taːrwytʲiŋ	t aː r w y tʲ i ŋ	210	c118 v137 c151 c457 v166 c113 v191 c795	1210	mans1258
1879	Konda Mansi	heavy	toɔrwitʲiŋ	t o r w i tʲ i ŋ	210	c118 v042 c151 c457 v191 c113 v191 c795	1210	khan1273
1880	Tavda Mansi	heavy	tærkutʲəŋ	t æ r k u tʲ ə ŋ	210	c118 v198 c151 c831 v027 c113 v155 c795	1210	mans1258
1881	Vakh Khanty	heavy	læːɣərt	l æː ɣ ə r t	210	c548 v199 c774 v155 c151 c118	1210	khan1273
1882	Verkhne-Kalymsk Khanty	heavy	jæːɣərt	j æː ɣ ə r t	210	c564 v199 c774 v155 c151 c118	1210	khan1273
1883	Vasjugan Khanty	heavy	jæːɣərt	j æː ɣ ə r t	210	c564 v199 c774 v155 c151 c118	1210	khan1273
1884	Vartovskoje Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	c534 v199 c774 v155 c151 c118	1210	khan1273
1885	Likrisovskoje Khanty	heavy	θæːɣərt	θ æː ɣ ə r t	210	c413 v199 c774 v155 c151 c118	1210	khan1273
1886	Malyj Jugan Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	c534 v199 c774 v155 c151 c118	1210	khan1273
1887	Tremjugan Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	c534 v199 c774 v155 c151 c118	1210	mans1258
1888	Jugan Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	c534 v199 c774 v155 c151 c118	1210	khan1273
1889	Upper Demjanka Khanty	heavy	tæːɣərt	t æː ɣ ə r t	210	c118 v199 c774 v155 c151 c118	1210	khan1273
1890	Konda Khanty	heavy	tæːɣərt	t æː ɣ ə r t	210	c118 v199 c774 v155 c151 c118	1210	khan1273
1891	Nizjam Khanty	heavy	taːwərt	t aː w ə r t	210	c118 v137 c457 v155 c151 c118	1210	khan1273
1892	Sherkaly Khanty	heavy	taːɣər	t aː ɣ ə r	210	c118 v137 c774 v155 c151	1210	khan1273
1893	Kazym Khanty	heavy	ɬaːwərt	ɬ aː w ə r t	210	c534 v137 c457 v155 c151 c118	1210	khan1273
1894	Synja Khanty	heavy	laːwər	l aː w ə r	210	c548 v137 c457 v155 c151	1210	khan1273
1895	Obdorsk Khanty	heavy	sjoːkət	s j oː k ə t	209	c087 c564 v035 c831 v155 c118	1210	khan1273
752	North Mansi	horn	aːɲt	aː ɲ t	81	v137 c589 c118	1393	mans1258
753	Middle Lozva Mansi	horn	ɔɲt	ɔ ɲ t	81	v067 c589 c118	1393	mans1258
754	Lower Lozva Mansi	horn	aɲt	a ɲ t	81	v130 c589 c118	1393	
755	Pelymka Mansi	horn	ɔɲt	ɔ ɲ t	81	v067 c589 c118	1393	mans1258
756	Konda Mansi	horn	əːɲtʲ	əː ɲ tʲ	81	v004 c589 c113	1393	khan1273
757	Tavda Mansi	horn	æːnt	æː n t	81	v199 c105 c118	1393	mans1258
758	Vakh Khanty	horn	aŋət	a ŋ ə t	81	v130 c795 v155 c118	1393	khan1273
759	Verkhne-Kalymsk Khanty	horn	aŋət	a ŋ ə t	81	v130 c795 v155 c118	1393	khan1273
760	Vasjugan Khanty	horn	aŋət	a ŋ ə t	81	v130 c795 v155 c118	1393	khan1273
761	Vartovskoje Khanty	horn	aŋət	a ŋ ə t	81	v130 c795 v155 c118	1393	khan1273
762	Likrisovskoje Khanty	horn	aŋət	a ŋ ə t	81	v130 c795 v155 c118	1393	khan1273
763	Malyj Jugan Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	khan1273
764	Tremjugan Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	mans1258
765	Jugan Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	khan1273
766	Upper Demjanka Khanty	horn	oːŋət	oː ŋ ə t	81	v035 c795 v155 c118	1393	khan1273
767	Konda Khanty	horn	oːŋət	oː ŋ ə t	81	v035 c795 v155 c118	1393	khan1273
768	Nizjam Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	khan1273
769	Sherkaly Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	khan1273
770	Kazym Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	khan1273
771	Synja Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	v065 c795 v155 c118	1393	khan1273
772	Obdorsk Khanty	horn	aːŋət	aː ŋ ə t	81	v137 c795 v155 c118	1393	khan1273
790	North Mansi	kill	ali	a l i	83	v130 c548 v191	1417	mans1258
791	Middle Lozva Mansi	kill	æli	æ l i	83	v198 c548 v191	1417	mans1258
792	Lower Lozva Mansi	kill	æli	æ l i	83	v198 c548 v191	1417	
793	Pelymka Mansi	kill	æli	æ l i	83	v198 c548 v191	1417	mans1258
794	Konda Mansi	kill	æli	æ l i	83	v198 c548 v191	1417	khan1273
795	Tavda Mansi	kill	ælænt	æ l æ n t	83	v198 c548 v198 c105 c118	1417	mans1258
796	Vakh Khanty	kill	weːl	w eː l	83	c457 v202 c548	1417	khan1273
797	Vasjugan Khanty	kill	weːl	w eː l	83	c457 v202 c548	1417	khan1273
798	Likrisovskoje Khanty	kill	wæθ	w æ θ	83	c457 v198 c413	1417	khan1273
799	Malyj Jugan Khanty	kill	wæɬ	w æ ɬ	83	c457 v198 c534	1417	khan1273
800	Tremjugan Khanty	kill	wæɬ	w æ ɬ	83	c457 v198 c534	1417	mans1258
801	Jugan Khanty	kill	wæɬ	w æ ɬ	83	c457 v198 c534	1417	khan1273
802	Upper Demjanka Khanty	kill	weːt	w eː t	83	c457 v202 c118	1417	khan1273
803	Konda Khanty	kill	weːt	w eː t	83	c457 v202 c118	1417	khan1273
804	Nizjam Khanty	kill	weːt	w eː t	83	c457 v202 c118	1417	khan1273
805	Sherkaly Khanty	kill	weːt	w eː t	83	c457 v202 c118	1417	khan1273
806	Kazym Khanty	kill	weːɬ	w eː ɬ	83	c457 v202 c534	1417	khan1273
807	Synja Khanty	kill	weːl	w eː l	83	c457 v202 c548	1417	khan1273
808	Obdorsk Khanty	kill	weːl	w eː l	83	c457 v202 c548	1417	khan1273
809	North Mansi	knee	saːns	s aː n s	84	c087 v137 c105 c087	1371	mans1258
810	Middle Lozva Mansi	knee	ʃanʃ	ʃ a n ʃ	84	c677 v130 c105 c677	1371	mans1258
811	Lower Lozva Mansi	knee	ʃaːnʃ	ʃ aː n ʃ	84	c677 v137 c105 c677	1371	
812	Pelymka Mansi	knee	ʃanʃ	ʃ a n ʃ	84	c677 v130 c105 c677	1371	mans1258
813	Konda Mansi	knee	sɔnəs	s ɔ n ə s	84	c087 v067 c105 v155 c087	1371	khan1273
814	Tavda Mansi	knee	ʃɔnʃ	ʃ ɔ n ʃ	84	c677 v067 c105 c677	1371	mans1258
815	Vakh Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	c645 v199 c705 c645	1371	khan1273
816	Verkhne-Kalymsk Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	c645 v199 c705 c645	1371	khan1273
817	Vasjugan Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	c645 v199 c705 c645	1371	khan1273
818	Vartovskoje Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	c645 v199 c705 c645	1371	khan1273
819	Likrisovskoje Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	c645 v199 c705 c645	1371	khan1273
820	Malyj Jugan Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	c645 v199 c105 c645	1371	khan1273
821	Tremjugan Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	c645 v199 c705 c645	1371	mans1258
822	Jugan Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	c645 v199 c105 c645	1371	khan1273
823	Upper Demjanka Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	c645 v199 c105 c645	1371	khan1273
824	Konda Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	c645 v199 c105 c645	1371	khan1273
825	Nizjam Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	c677 v137 c677	1371	khan1273
