language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Italian		know	1410	1410	sapere	255	s a p e r e
Portuguese		know	1410	1410	sɐber	255	s ɐ b e r
Dutch		leaf	628	628	blɑt	262	b l ɑ t
Swedish		leaf	628	628	blad	262	b l a d
English		leaf	628	628	liːf	264	l iː f
German		leaf	628	628	blat	262	b l a t
Spanish		leaf	628	628	oxa	262	o x a
Danish		leaf	628	628	blað	262	b l a ð
Bulgarian		leaf	628	628	list	263	l i s t
Greek		leaf	628	628	filo	262	f i l o
Armenian		leaf	628	628	tɛɾɛv	260	t ɛ ɾ ɛ v
Romanian		leaf	628	628	fwaje	262	f w a j e
Russian		leaf	628	628	lʲist	263	lʲ i s t
Polish		leaf	628	628	liɕʨ	263	l i ɕ tɕ
Norwegian		leaf	628	628	blɑː	-262	b l ɑː
French		leaf	628	628	fœj	262	f œ j
Czech		leaf	628	628	lɪst	263	l ɪ s t
Icelandic		leaf	628	628	plaːð	262	p l aː ð
Italian		leaf	628	628	fɔʎʎa	262	f ɔ ʎː a
Hindi		leaf	628	628	pəttaː	261	p ə tː aː
Portuguese		leaf	628	628	foʎɐ	262	f o ʎ ɐ
Swedish		leaf	628	628	blad	262	b l a d
Norwegian		leaf	628	628	løːʋ	264	l øː ʋ
Icelandic		leaf	628	628	løyːv	264	l ø yː v
Dutch		lie	1411	1411	lɪɣə	269	l ɪ ɣ ə
Swedish		lie	1411	1411	ligːa	269	l i gː a
English		lie	1411	1411	laɪ	269	l aɪ
German		lie	1411	1411	liːɡən	269	l iː g ə n
Spanish		lie	1411	1411	kostaðo	270	k o s t a ð o
Danish		lie	1411	1411	legə	269	l e g ə
Bulgarian		lie	1411	1411	lɛʒə	269	l ɛ ʒ ə
Armenian		lie	1411	1411	pɑrkɛl	-266	p ɑ r k ɛ l
Romanian		lie	1411	1411	kulka	265	k u l k a
Russian		lie	1411	1411	lʲɪʒatʲ	269	lʲ ɪ ʒ a tʲ
Polish		lie	1411	1411	lɛʒɛʨ	269	l ɛ ʒ ɛ tɕ
Norwegian		lie	1411	1411	ligə	269	l i g ə
French		lie	1411	1411	kuʃe	265	k u ʃ e
Czech		lie	1411	1411	lɛʒɛt	269	l ɛ ʒ ɛ t
Icelandic		lie	1411	1411	lɪcːa	269	l ɪ cː a
Italian		lie	1411	1411	ʤaʧere	268	dʒ a tʃ e r e
Hindi		lie	1411	1411	leʈnaː	267	l e ʈ n aː
Portuguese		lie	1411	1411	dɐjtar	268	d ɐ j t a r
Dutch		liver	1224	1224	leːvər	273	l eː v ə r
Swedish		liver	1224	1224	leːver	273	l eː v e r
English		liver	1224	1224	lɪvər	273	l ɪ v ə r
German		liver	1224	1224	leːbər	273	l eː b ə r
Spanish		liver	1224	1224	iɣaðo	271	i ɣ a ð o
Danish		liver	1224	1224	lewˀʌ	273	l e wˀ ʌ
Bulgarian		liver	1224	1224	drop	275	d r o p
Greek		liver	1224	1224	sikoti	-274	s i k o t i
Armenian		liver	1224	1224	lɪɑrtʰ	273	l ɪ a r tʰ
Romanian		liver	1224	1224	fikat	271	f i k a t
Russian		liver	1224	1224	pʲeʧʲɪnʲ	278	pʲ e tʃʲ ɪ nʲ
Polish		liver	1224	1224	vɔ̃trɔba	277	v ɔ̃ t r ɔ b a
Norwegian		liver	1224	1224	leʋəɾ	-273	l e ʋ ə ɾ
French		liver	1224	1224	fwɑ	271	f w ɑ
Czech		liver	1224	1224	jaːtra	272	j aː t r a
Icelandic		liver	1224	1224	lɪːvʏr	273	l ɪː v ʏ r
Italian		liver	1224	1224	feɡato	271	f e g a t o
Hindi		liver	1224	1224	kəleːʤaː	276	k ə l eː dʒ aː
Portuguese		liver	1224	1224	figɐdu	271	f i g ɐ d u
Dutch		long	1203	1203	lɑŋ	281	l ɑ ŋ
Swedish		long	1203	1203	loŋː	281	l o ŋː
English		long	1203	1203	lɔŋ	281	l ɔ ŋ
German		long	1203	1203	laŋ	281	l a ŋ
Spanish		long	1203	1203	laɾɣo	283	l a ɾ ɣ o
Danish		long	1203	1203	lɑŋˀ	281	l ɑ ŋˀ
Bulgarian		long	1203	1203	dɤlək	281	d ɤ l ə k
Greek		long	1203	1203	makris	282	m a k r i s
Armenian		long	1203	1203	jɛɾkɑɾ	280	j ɛ ɾ k ɑ ɾ
Romanian		long	1203	1203	luŋ	281	l u ŋ
Russian		long	1203	1203	dlʲinnɨj	281	d lʲ i nː ɨ j
Polish		long	1203	1203	dwuɡi	281	d w u g i
Norwegian		long	1203	1203	lɑŋ	281	l ɑ ŋ
French		long	1203	1203	lõ	281	l õ
Czech		long	1203	1203	dlowɦiː	281	d l o w ɦ iː
Icelandic		long	1203	1203	laŋkʏr	281	l a ŋ k ʏ r
Italian		long	1203	1203	lunɡo	281	l u n g o
Hindi		long	1203	1203	ləmbaː	279	l ə m b aː
Portuguese		long	1203	1203	lõgu	281	l õ g u
Dutch		louse	1392	1392	lœys	286	l œi s
Swedish		louse	1392	1392	luːs	286	l uː s
English		louse	1392	1392	laʊs	286	l aʊ s
German		louse	1392	1392	laus	286	l au s
Spanish		louse	1392	1392	pjoxo	288	p j o x o
Danish		louse	1392	1392	luˀs	286	l uˀ s
Bulgarian		louse	1392	1392	vɤʃkə	284	v ɤ ʃ k ə
Greek		louse	1392	1392	p͡sira	285	ps i r a
Armenian		louse	1392	1392	voʧʰil	287	v o tʃʰ i l
Romanian		louse	1392	1392	pəduke	288	p ə d u k e
Russian		louse	1392	1392	voʃ	284	v o ʃ
Polish		louse	1392	1392	vɛʃ	284	v ɛ ʃ
Norwegian		louse	1392	1392	lʉːs	286	l ʉː s
French		louse	1392	1392	pu	288	p u
Czech		louse	1392	1392	vɛʃ	284	v ɛ ʃ
Icelandic		louse	1392	1392	luːs	286	l uː s
Italian		louse	1392	1392	pidɔkkjo	288	p i d ɔ kː j o
Hindi		louse	1392	1392	ʤuː	284	dʒ uː
Portuguese		louse	1392	1392	pi.oʎu	288	p i o ʎ u
Dutch		man	1554	1554	mɑn	293	m ɑ n
Swedish		man	1554	1554	manː	293	m a nː
English		man	1554	1554	mæn	293	m æ n
German		man	1554	1554	man	293	m a n
Danish		man	1554	1554	manˀ	293	m a nˀ
Bulgarian		man	1554	1554	mɤʃ	293	m ɤ ʃ
Greek		man	1554	1554	anðras	292	a n ð r a s
Romanian		man	1554	1554	bərbat	289	b ə r b a t
Russian		man	1554	1554	muʃʃinə	293	m u ʃː i n ə
Polish		man	1554	1554	mɛ̃ʃʧɨzna	293	m ɛ̃ ʃ tʃ ɨ z n a
Norwegian		man	1554	1554	mɑn	293	m ɑ n
Czech		man	1554	1554	mʊʃ	293	m ʊ ʃ
Icelandic		man	1554	1554	maːðʏr	293	m aː ð ʏ r
Hindi		man	1554	1554	mərd	-290	m ə r d
Portuguese		man	1554	1554	ɔmɐ̃	291	ɔ m ɐ̃
Romanian		man	1554	1554	om	291	o m
Dutch		many	1198	1198	veːl	302	v eː l
Swedish		many	1198	1198	mʏkɛt	295	m ʏ k ɛ t
English		many	1198	1198	mɛnɪ	296	m ɛ n ɪ
German		many	1198	1198	fiːl	302	f iː l
Spanish		many	1198	1198	muʧo	294	m u tʃ o
Danish		many	1198	1198	mɑŋən	296	m ɑ ŋ ə n
Bulgarian		many	1198	1198	mnɔgo	296	m n ɔ g o
Greek		many	1198	1198	poliariθmos	302	p o l ia r i θ m o s
Armenian		many	1198	1198	ʃɑt	-298	ʃ ɑ t
Romanian		many	1198	1198	mulʦʲ	294	m u l tsʲ
Russian		many	1198	1198	mnoɡə	296	m n o g ə
Polish		many	1198	1198	vʲɛlɛ	297	vʲ ɛ l ɛ
Norwegian		many	1198	1198	mɑŋə	296	m ɑ ŋ ə
French		many	1198	1198	boku	301	b o k u
Czech		many	1198	1198	mnoɦo	296	m n o ɦ o
Icelandic		many	1198	1198	mɪːcɪð	295	m ɪː c ɪ ð
Italian		many	1198	1198	molto	294	m o l t o
Hindi		many	1198	1198	bəhʊt	299	b ə h ʊ t
Portuguese		many	1198	1198	mũj̃tu	294	m ũ j̃ t u
Swedish		many	1198	1198	moŋːa	296	m o ŋː a
English		many	1198	1198	mʌʧ	295	m ʌ tʃ
Polish		many	1198	1198	duʒɔ	300	d u ʒ ɔ
Norwegian		many	1198	1198	meːgət	295	m eː g ə t
Dutch		meat	634	634	vleːs	303	v l eː s
Swedish		meat	634	634	ɕøtː	309	ɕ ø tː
English		meat	634	634	miːt	305	m iː t
German		meat	634	634	flaiʃ	303	f l ai ʃ
Spanish		meat	634	634	kaɾne	306	k a ɾ n e
Danish		meat	634	634	køð	309	k ø ð
Bulgarian		meat	634	634	mɛsɔ	307	m ɛ s ɔ
Greek		meat	634	634	kreas	304	k r e a s
Armenian		meat	634	634	mis	307	m i s
Romanian		meat	634	634	karne	306	k a r n e
Russian		meat	634	634	mʲasə	307	mʲ a s ə
Polish		meat	634	634	mʲɛ̃sɔ	307	mʲ ɛ̃ s ɔ
Norwegian		meat	634	634	çœt	309	ç œ t
French		meat	634	634	ʃɛʁ	306	ʃ ɛ ʁ
Czech		meat	634	634	maso	307	m a s o
Icelandic		meat	634	634	kʰjœːt	309	kʰ j œː t
Italian		meat	634	634	karne	306	k a r n e
Hindi		meat	634	634	goːʃt	-310	g oː ʃ t
Portuguese		meat	634	634	karnə	306	k a r n ə
French		meat	634	634	vjɑ̃d	308	v j ɑ̃ d
Dutch		moon	1313	1313	maːn	315	m aː n
Swedish		moon	1313	1313	moːne	315	m oː n e
English		moon	1313	1313	muːn	315	m uː n
German		moon	1313	1313	moːnt	315	m oː n t
Spanish		moon	1313	1313	luna	311	l u n a
Danish		moon	1313	1313	mɔːnə	315	m ɔː n ə
Bulgarian		moon	1313	1313	luna	311	l u n a
Greek		moon	1313	1313	selini	-316	s e l i n i
Armenian		moon	1313	1313	lusin	311	l u s i n
Romanian		moon	1313	1313	lunə	311	l u n ə
Russian		moon	1313	1313	luna	311	l u n a
Polish		moon	1313	1313	kɕɛ̃ʒɨʦ	-312	k ɕ ɛ̃ ʒ ɨ ts
Norwegian		moon	1313	1313	mɑːnə	315	m ɑː n ə
French		moon	1313	1313	lyn	311	l y n
Czech		moon	1313	1313	mʲɛsiːʦ	315	mʲ ɛ s iː ts
Icelandic		moon	1313	1313	tʰuŋl	313	tʰ u ŋ l
Italian		moon	1313	1313	luna	311	l u n a
Hindi		moon	1313	1313	ʧãd	314	tʃ ã d
Portuguese		moon	1313	1313	luɐ	311	l w ɐ
Icelandic		moon	1313	1313	mauːnɪ	315	m a uː n ɪ
Dutch		mountain	639	639	bɛrx	317	b ɛ r x
Swedish		mountain	639	639	bɛrːj	317	b ɛ rː j
English		mountain	639	639	maʊntɪn	-319	m aʊ n t ɪ n
German		mountain	639	639	bɛrk	317	b ɛ r k
Spanish		mountain	639	639	montaɲa	323	m o n t a ɲ a
Danish		mountain	639	639	bjæʁˀw	317	b j æ ʁˀ w
Bulgarian		mountain	639	639	plənina	322	p l ə n i n a
Greek		mountain	639	639	oros	321	o r o s
Armenian		mountain	639	639	sɑɾ	320	s ɑ ɾ
Romanian		mountain	639	639	munte	323	m u n t e
Russian		mountain	639	639	ɡɐra	324	g ɐ r a
Polish		mountain	639	639	ɡura	324	g u r a
Norwegian		mountain	639	639	fjel	318	f j e l
French		mountain	639	639	mɔ̃taɲ	323	m ɔ̃ t a ɲ
Czech		mountain	639	639	ɦora	324	ɦ o r a
Icelandic		mountain	639	639	fjat͡l	318	f j a tl
Italian		mountain	639	639	montaɲɲa	323	m o n t a ɲː a
Hindi		mountain	639	639	pəɦaːɽ	318	p ə ɦ aː ɽ
Portuguese		mountain	639	639	mõtə	323	m õ t ə
Danish		mountain	639	639	fjɛlˀ	318	f j ɛ lˀ
Czech		mountain	639	639	vr̩x	325	v r̩ x
Dutch		mouth	674	674	mɔnt	328	m ɔ n t
Swedish		mouth	674	674	munː	328	m u nː
English		mouth	674	674	maʊð	328	m aʊ ð
German		mouth	674	674	mʊnt	328	m ʊ n t
Spanish		mouth	674	674	boka	327	b o k a
Danish		mouth	674	674	mɔnˀ	328	m ɔ nˀ
Bulgarian		mouth	674	674	usta	329	u s t a
Greek		mouth	674	674	stoma	330	s t o m a
Armenian		mouth	674	674	bɛɾɑn	333	b ɛ ɾ ɑ n
Romanian		mouth	674	674	gurə	326	g u r ə
Russian		mouth	674	674	rot	332	r o t
Polish		mouth	674	674	usta	329	u s t a
Norwegian		mouth	674	674	mʉn	328	m ʉ n
French		mouth	674	674	buʃ	327	b u ʃ
Czech		mouth	674	674	uːsta	329	uː s t a
Icelandic		mouth	674	674	mʏnːʏr	328	m ʏ nː ʏ r
Italian		mouth	674	674	bokka	327	b o kː a
Hindi		mouth	674	674	mʊ̃ɦ	331	m ʊ̃ ɦ
Portuguese		mouth	674	674	bokɐ	327	b o k ɐ
Dutch		name	1405	1405	naːm	334	n aː m
Swedish		name	1405	1405	namːn	334	n a mː n
English		name	1405	1405	neɪm	334	n eɪ m
German		name	1405	1405	naːmə	334	n aː m ə
Spanish		name	1405	1405	nombɾe	334	n o m b ɾ e
Danish		name	1405	1405	nɑwˀn	334	n ɑ wˀ n
Bulgarian		name	1405	1405	imɛ	334	i m ɛ
Greek		name	1405	1405	onoma	334	o n o m a
Armenian		name	1405	1405	ɑnun	334	ɑ n u n
Romanian		name	1405	1405	nume	334	n u m e
Russian		name	1405	1405	imʲə	334	i mʲ ə
Polish		name	1405	1405	imʲɛ̃	334	i mʲ ɛ̃
Norwegian		name	1405	1405	nɑʋn	-334	n ɑ ʋ n
French		name	1405	1405	nɔ̃	334	n ɔ̃
Czech		name	1405	1405	jmɛːno	334	j m ɛː n o
Icelandic		name	1405	1405	napn	334	n a p n
Italian		name	1405	1405	nome	334	n o m e
Hindi		name	1405	1405	naːm	334	n aː m
Portuguese		name	1405	1405	nomə	334	n o m ə
Dutch		near	1942	1942	naːbɛɪ	574	n aː b ɛi
Swedish		near	1942	1942	nɛːra	574	n ɛː r a
English		near	1942	1942	nɪər	574	n ɪ ə r
German		near	1942	1942	naːə	574	n aː ə
Spanish		near	1942	1942	θerka	568	θ e r k a
Danish		near	1942	1942	nɛˀʁ	574	n ɛˀ ʁ
Bulgarian		near	1942	1942	blizək	570	b l i z ə k
Greek		near	1942	1942	konda	573	k o n d a
Armenian		near	1942	1942	mot	-575	m o t
Romanian		near	1942	1942	apropia	567	a p r o p ia
Russian		near	1942	1942	blʲizkʲɪj	570	b lʲ i z kʲ ɪ j
Polish		near	1942	1942	bliskɨ	570	b l i s k ɨ
Norwegian		near	1942	1942	næːɾ	574	n æː ɾ
French		near	1942	1942	prɔʃ	567	p r ɔ ʃ
Czech		near	1942	1942	bliːskiː	570	b l iː s k iː
Icelandic		near	1942	1942	nauː	574	n a uː
Italian		near	1942	1942	prossimo	567	p r o sː i m o
Hindi		near	1942	1942	paːs	572	p aː s
Portuguese		near	1942	1942	prɔsimu	567	p r ɔ s i m u
Dutch		near	1942	1942	dɪɣdbɛɪ	569	d ɪ ɣ d b ɛi
English		near	1942	1942	kləʊs	-571	k l əu s
Dutch		neck	1333	1333	hɑls	339	h ɑ l s
Swedish		neck	1333	1333	halːs	339	h a lː s
English		neck	1333	1333	nɛk	342	n ɛ k
German		neck	1333	1333	hals	339	h a l s
Spanish		neck	1333	1333	kweʎo	339	k w e ʎ o
Danish		neck	1333	1333	halˀs	339	h a lˀ s
Bulgarian		neck	1333	1333	ʃijə	340	ʃ i j ə
Armenian		neck	1333	1333	viz	341	v i z
Romanian		neck	1333	1333	gɨt	-338	g ɨ t
Russian		neck	1333	1333	ʃejə	340	ʃ e j ə
Polish		neck	1333	1333	ʃɨja	340	ʃ ɨ j a
Norwegian		neck	1333	1333	hɑls	339	h ɑ l s
French		neck	1333	1333	ku	339	k u
Czech		neck	1333	1333	kr̩k	335	k r̩ k
Icelandic		neck	1333	1333	hauls	339	h au l s
Italian		neck	1333	1333	kɔllo	339	k ɔ lː o
Hindi		neck	1333	1333	gəlaː	336	g ə l aː
Portuguese		neck	1333	1333	kɔlu	339	k ɔ l u
Dutch		neck	1333	1333	nɛk	342	n ɛ k
Bulgarian		neck	1333	1333	vrat	337	v r a t
Dutch		new	1231	1231	niːʋ	343	n iː ʋ
Swedish		new	1231	1231	nyː	343	n yː
English		new	1231	1231	njuː	343	n j uː
German		new	1231	1231	nɔy	343	n ɔi
Spanish		new	1231	1231	nweβo	343	n w e β o
Danish		new	1231	1231	nyˀ	343	n yˀ
Bulgarian		new	1231	1231	nɔf	343	n ɔ f
Greek		new	1231	1231	neos	343	n e o s
Armenian		new	1231	1231	noɾ	343	n o ɾ
Romanian		new	1231	1231	now	343	n o w
Russian		new	1231	1231	novɨj	343	n o v ɨ j
Polish		new	1231	1231	nɔvɨ	343	n ɔ v ɨ
Norwegian		new	1231	1231	nyː	343	n yː
French		new	1231	1231	nœf	343	n œ f
Czech		new	1231	1231	noviː	343	n o v iː
Icelandic		new	1231	1231	niːr	343	n iː r
Italian		new	1231	1231	nwɔvo	343	n w ɔ v o
Hindi		new	1231	1231	nəjaː	343	n ə j aː
Portuguese		new	1231	1231	novu	343	n o v u
Dutch		night	1233	1233	nɑxt	346	n ɑ x t
Swedish		night	1233	1233	natː	346	n a tː
English		night	1233	1233	naɪt	346	n aɪ t
German		night	1233	1233	naxt	346	n a x t
Spanish		night	1233	1233	noʧe	346	n o tʃ e
Danish		night	1233	1233	nad	346	n a d
Bulgarian		night	1233	1233	nɔʃt	346	n ɔ ʃ t
Greek		night	1233	1233	nixta	346	n i x t a
Armenian		night	1233	1233	giʃɛɾ	344	g i ʃ ɛ ɾ
Romanian		night	1233	1233	nwapte	346	n w a p t e
Russian		night	1233	1233	noʧ	346	n o tʃ
Polish		night	1233	1233	nɔʦ	346	n ɔ ts
Norwegian		night	1233	1233	nɑt	346	n ɑ t
French		night	1233	1233	nɥi	346	n ɥ i
Czech		night	1233	1233	noʦ	346	n o ts
Icelandic		night	1233	1233	nouʰt	346	n ou ʰt
Italian		night	1233	1233	nɔtte	346	n ɔ tː e
Hindi		night	1233	1233	raːt	345	r aː t
Portuguese		night	1233	1233	nojtə	346	n o j t ə
Dutch		nose	1221	1221	nœːs	350	n œː s
Swedish		nose	1221	1221	nɛːsa	350	n ɛː s a
English		nose	1221	1221	nəʊz	350	n əu z
German		nose	1221	1221	naːzə	350	n aː z ə
Spanish		nose	1221	1221	naɾiθ	350	n a ɾ i θ
Danish		nose	1221	1221	nɛːsə	350	n ɛː s ə
Bulgarian		nose	1221	1221	nɔs	350	n ɔ s
Greek		nose	1221	1221	miti	348	m i t i
Armenian		nose	1221	1221	kʰitʰ	-349	kʰ i tʰ
Romanian		nose	1221	1221	nas	350	n a s
Russian		nose	1221	1221	nos	350	n o s
Polish		nose	1221	1221	nɔs	350	n ɔ s
Norwegian		nose	1221	1221	neːsə	350	n eː s ə
French		nose	1221	1221	ne	350	n e
Czech		nose	1221	1221	nos	350	n o s
Icelandic		nose	1221	1221	nɛːv	347	n ɛː v
Italian		nose	1221	1221	naso	350	n a s o
Hindi		nose	1221	1221	naːk	350	n aː k
Portuguese		nose	1221	1221	nɐriʃ	350	n ɐ r i ʃ
Dutch		not	1240	1240	niːt	352	n iː t
Swedish		not	1240	1240	ikːe	353	i kː e
English		not	1240	1240	nɔt	352	n ɔ t
German		not	1240	1240	nɪxt	352	n ɪ x t
Spanish		not	1240	1240	no	352	n o
Danish		not	1240	1240	egə	353	e g ə
Bulgarian		not	1240	1240	nɛ	352	n ɛ
Armenian		not	1240	1240	voʧʰ	351	v o tʃʰ
Romanian		not	1240	1240	nu	352	n u
Russian		not	1240	1240	nʲɛ	352	nʲ ɛ
Polish		not	1240	1240	nʲɛ	352	nʲ ɛ
Norwegian		not	1240	1240	ikə	353	i k ə
French		not	1240	1240	nə	352	n ə
Czech		not	1240	1240	nɛ	352	n ɛ
Icelandic		not	1240	1240	ɛʰcɪ	353	ɛ ʰc ɪ
Italian		not	1240	1240	non	352	n o n
Hindi		not	1240	1240	naɦĩ	352	n a ɦ ĩ
Portuguese		not	1240	1240	nɐ̃w	352	n ɐ̃ w
Dutch		one	1493	1493	eːn	354	eː n
Swedish		one	1493	1493	en	354	e n
English		one	1493	1493	ʋʌn	354	ʋ ʌ n
German		one	1493	1493	ain	354	ai n
Spanish		one	1493	1493	uno	354	u n o
Danish		one	1493	1493	eˀn	354	eˀ n
Bulgarian		one	1493	1493	ɛdnɔ	354	ɛ d n ɔ
Greek		one	1493	1493	ena	355	e n a
Armenian		one	1493	1493	mɛk	355	m ɛ k
Romanian		one	1493	1493	unu	354	u n u
Russian		one	1493	1493	ɐdʲin	354	ɐ dʲ i n
Polish		one	1493	1493	jɛdɛn	354	j ɛ d ɛ n
Norwegian		one	1493	1493	eːn	354	eː n
French		one	1493	1493	œ̃	354	œ̃
Czech		one	1493	1493	jɛdɛn	354	j ɛ d ɛ n
Icelandic		one	1493	1493	eit͡n	354	ei n̥
Italian		one	1493	1493	uno	354	u n o
Hindi		one	1493	1493	eːk	354	eː k
Portuguese		one	1493	1493	ũ	354	ũ
Dutch		person	683	683	mɛns	361	m ɛ n s
Swedish		person	683	683	mɛniʃa	361	m ɛ n i ʃ a
English		person	683	683	mæn	361	m æ n
German		person	683	683	mɛnʃ	361	m ɛ n ʃ
Spanish		person	683	683	ombɾe	357	o m b ɾ e
Danish		person	683	683	mɛnəsgə	361	m ɛ n ə s g ə
Bulgarian		person	683	683	ʧovɛk	360	tʃ o v ɛ k
Greek		person	683	683	anθropos	358	a n θ r o p o s
Armenian		person	683	683	mɑɾtʰ	-359	m ɑ ɾ tʰ
Romanian		person	683	683	om	357	o m
Russian		person	683	683	ʧʲɪlɐvʲɛk	360	tʃʲ ɪ l ɐ vʲ ɛ k
Polish		person	683	683	ʧwɔvʲɛk	360	tʃ w ɔ vʲ ɛ k
Norwegian		person	683	683	menəskə	361	m e n ə s k ə
French		person	683	683	ɔm	357	ɔ m
Czech		person	683	683	ʧlovʲɛk	360	tʃ l o vʲ ɛ k
Icelandic		person	683	683	maːðʏr	361	m aː ð ʏ r
Italian		person	683	683	wɔmo	357	w ɔ m o
Hindi		person	683	683	aːdmiː	-356	aː d m iː
Portuguese		person	683	683	ɔmɐ̃	357	ɔ m ɐ̃
Dutch		rain	658	658	reːɣə	362	r eː ɣ ə
Swedish		rain	658	658	reŋːn	362	r e ŋː n
English		rain	658	658	reɪn	362	r eɪ n
German		rain	658	658	reːɡən	362	r eː g ə n
Spanish		rain	658	658	ʎuβja	363	ʎ u β j a
Danish		rain	658	658	ʁɑjˀn	362	ʁ ɑ jˀ n
Bulgarian		rain	658	658	dɤʃt	365	d ɤ ʃ t
Greek		rain	658	658	vroçi	366	v r o ç i
Armenian		rain	658	658	ɑnʣɾɛv	364	ɑ n dz ɾ ɛ v
Romanian		rain	658	658	plwaje	363	p l w a j e
Russian		rain	658	658	doʃtʲ	365	d o ʃ tʲ
Polish		rain	658	658	dɛʃʧ	365	d ɛ ʃ tʃ
Norwegian		rain	658	658	ɾæjnə	362	ɾ æ j n ə
French		rain	658	658	plɥi	363	p l ɥ i
Czech		rain	658	658	dɛːʃtʲ	365	d ɛː ʃ tʲ
Icelandic		rain	658	658	rɛkn	362	r ɛ k n
Italian		rain	658	658	pjɔʤːa	363	p j ɔ dːʒ a
Portuguese		rain	658	658	ʃuvɐ	363	ʃ u v ɐ
Dutch		red	156	156	roːt	368	r oː t
Swedish		red	156	156	røːd	368	r øː d
English		red	156	156	rɛd	368	r ɛ d
German		red	156	156	roːt	368	r oː t
Spanish		red	156	156	roxo	368	r o x o
Danish		red	156	156	ʁœðˀ	368	ʁ œ ðˀ
Bulgarian		red	156	156	ʧɛrvɛn	367	tʃ ɛ r v ɛ n
Greek		red	156	156	kocinos	-369	k o c i n o s
Armenian		red	156	156	kɑɾmiɾ	-372	k ɑ ɾ m i ɾ
Romanian		red	156	156	roʃu	-368	r o ʃ u
Russian		red	156	156	krasnɨj	370	k r a s n ɨ j
Polish		red	156	156	ʧɛrvɔnɨ	367	tʃ ɛ r v ɔ n ɨ
French		red	156	156	ʁuj	368	ʁ u j
Czech		red	156	156	ʧɛrvɛniː	367	tʃ ɛ r v ɛ n iː
Icelandic		red	156	156	røyːðʏr	368	r ø yː ð ʏ r
Italian		red	156	156	rosso	368	r o sː o
Hindi		red	156	156	laːl	368	l aː l
Portuguese		red	156	156	vərmeʎu	371	v ə r m e ʎ u
Dutch		road	667	667	ʋɛx	376	ʋ ɛ x
Swedish		road	667	667	vɛːg	376	v ɛː g
English		road	667	667	rəʊd	381	r əu d
German		road	667	667	veːk	376	v eː k
Spanish		road	667	667	bia	380	b ia
Danish		road	667	667	vɑjˀ	376	v ɑ jˀ
Bulgarian		road	667	667	pɤt	375	p ɤ t
Greek		road	667	667	ðromos	374	ð r o m o s
Armenian		road	667	667	ʧɑmpʰɑ	-382	tʃ ɑ m pʰ ɑ
Romanian		road	667	667	kale	378	k a l e
Russian		road	667	667	dɐroɡə	373	d ɐ r o g ə
Polish		road	667	667	drɔɡa	373	d r ɔ g a
French		road	667	667	ʃɛmɛ̃	-377	ʃ ɛ m ɛ̃
Czech		road	667	667	ʦɛsta	383	ts ɛ s t a
Icelandic		road	667	667	vekʏr	376	v e k ʏ r
Italian		road	667	667	strada	379	s t r a d a
Hindi		road	667	667	səɽək	384	s ə ɽ ə k
Portuguese		road	667	667	əʃtradɐ	379	ə ʃ t r a d ɐ
English		road	667	667	ʋeɪ	376	ʋ eɪ
Italian		road	667	667	via	380	v ia
Portuguese		road	667	667	viɐ	380	v j ɐ
Dutch		root	670	670	ʋɔrtəl	386	ʋ ɔ r t ə l
Swedish		root	670	670	roːt	386	r oː t
English		root	670	670	ruːt	386	r uː t
German		root	670	670	vʊrt͡səl	386	v ʊ r ts ə l
Spanish		root	670	670	ra.iθ	386	r a i θ
Danish		root	670	670	ʁoˀð	386	ʁ oˀ ð
Bulgarian		root	670	670	kɔrɛn	385	k ɔ r ɛ n
Greek		root	670	670	oðos	388	o ð o s
Armenian		root	670	670	ɑɾmɑt	387	ɑ ɾ m ɑ t
Romanian		root	670	670	rədəʧinə	386	r ə d ə tʃ i n ə
Russian		root	670	670	korʲɪnʲ	385	k o rʲ ɪ nʲ
Polish		root	670	670	kɔʒɛɲ	385	k ɔ ʒ ɛ ɲ
French		root	670	670	ʁasin	386	ʁ a s i n
Czech		root	670	670	korɛn	385	k o r ɛ n
Icelandic		root	670	670	rouːt	386	r o uː t
Italian		root	670	670	radiʧe	386	r a d i tʃ e
Hindi		root	670	670	ʤəɽ	389	dʒ ə ɽ
Portuguese		root	670	670	ʀɐ.iʃ	386	ʀ ɐ i ʃ
Greek		root	670	670	riza	386	r i z a
Dutch		round	1395	1395	rɔnt	-392	r ɔ n t
Swedish		round	1395	1395	runːd	-392	r u nː d
English		round	1395	1395	raʊnd	-392	r aʊ n d
German		round	1395	1395	rʊnt	-392	r ʊ n t
Spanish		round	1395	1395	reðondo	390	r e ð o n d o
Danish		round	1395	1395	ʁɔnˀ	-392	ʁ ɔ nˀ
Bulgarian		round	1395	1395	krɤgəl	391	k r ɤ g ə l
Greek		round	1395	1395	stroɲɟilos	393	s t r o ɲ ɟ i l o s
Armenian		round	1395	1395	kəloɾ	394	k ə l o ɾ
Romanian		round	1395	1395	rotund	390	r o t u n d
Russian		round	1395	1395	kruɡlɨj	391	k r u g l ɨ j
Polish		round	1395	1395	ɔkrɔ̃ɡwɨ	391	ɔ k r ɔ̃ g w ɨ
French		round	1395	1395	ʁɔ̃	390	ʁ ɔ̃
Czech		round	1395	1395	okrowɦliː	391	o k r o w ɦ l iː
Icelandic		round	1395	1395	kʰriŋlouʰtʏr	395	kʰ r i ŋ l ou ʰt ʏ r
